"time","St"
0,1
0.00813008130081301,1
0.016260162601626,0.998461538461539
0.016260162601626,0.998461538461539
0.024390243902439,0.996923076923077
0.0569105691056911,0.996923076923077
0.0650406504065041,0.989230769230769
0.520325203252033,0.989230769230769
0.528455284552846,0.987692307692308
1.34146341463415,0.987692307692308
1.34959349593496,0.984615384615385
1.34959349593496,0.984615384615385
1.35772357723577,0.983076923076923
1.35772357723577,0.983076923076923
1.36585365853659,0.981538461538462
1.68292682926829,0.981538461538462
1.69105691056911,0.976923076923077
1.82926829268293,0.976923076923077
1.83739837398374,0.975384615384615
1.99186991869919,0.975384615384615
2,0.973846153846154
2.13821138211382,0.973846153846154
2.14634146341463,0.970769230769231
2.47154471544715,0.970769230769231
2.47967479674797,0.967692307692308
2.91869918699187,0.967692307692308
2.92682926829268,0.966153846153846
2.92682926829268,0.966153846153846
2.9349593495935,0.964615384615385
2.9349593495935,0.964615384615385
2.94308943089431,0.963076923076923
4.57723577235772,0.963076923076923
