"WTP","Strategy","Proportion","On_Frontier","discount","scenario"
10000,"Blinatumomab and chemotherapy",0.0102880658436214,FALSE,"discounted","blina_cost_high"
10000,"Chemotherapy only",0.989711934156379,TRUE,"discounted","blina_cost_high"
15000,"Blinatumomab and chemotherapy",0.0473251028806584,FALSE,"discounted","blina_cost_high"
15000,"Chemotherapy only",0.952674897119342,TRUE,"discounted","blina_cost_high"
20000,"Blinatumomab and chemotherapy",0.0946502057613169,FALSE,"discounted","blina_cost_high"
20000,"Chemotherapy only",0.905349794238683,TRUE,"discounted","blina_cost_high"
25000,"Blinatumomab and chemotherapy",0.209876543209877,FALSE,"discounted","blina_cost_high"
25000,"Chemotherapy only",0.790123456790123,TRUE,"discounted","blina_cost_high"
30000,"Blinatumomab and chemotherapy",0.339506172839506,FALSE,"discounted","blina_cost_high"
30000,"Chemotherapy only",0.660493827160494,TRUE,"discounted","blina_cost_high"
35000,"Blinatumomab and chemotherapy",0.45679012345679,FALSE,"discounted","blina_cost_high"
35000,"Chemotherapy only",0.54320987654321,TRUE,"discounted","blina_cost_high"
40000,"Blinatumomab and chemotherapy",0.565843621399177,TRUE,"discounted","blina_cost_high"
40000,"Chemotherapy only",0.434156378600823,FALSE,"discounted","blina_cost_high"
45000,"Blinatumomab and chemotherapy",0.668724279835391,TRUE,"discounted","blina_cost_high"
45000,"Chemotherapy only",0.331275720164609,FALSE,"discounted","blina_cost_high"
50000,"Blinatumomab and chemotherapy",0.773662551440329,TRUE,"discounted","blina_cost_high"
50000,"Chemotherapy only",0.226337448559671,FALSE,"discounted","blina_cost_high"
55000,"Blinatumomab and chemotherapy",0.820987654320988,TRUE,"discounted","blina_cost_high"
55000,"Chemotherapy only",0.179012345679012,FALSE,"discounted","blina_cost_high"
60000,"Blinatumomab and chemotherapy",0.8559670781893,TRUE,"discounted","blina_cost_high"
60000,"Chemotherapy only",0.1440329218107,FALSE,"discounted","blina_cost_high"
