"WTP","Strategy","Proportion","On_Frontier","discount","scenario"
70000,"Blinatumomab and chemotherapy",0.940329218106996,TRUE,"discounted","ivig"
70000,"Chemotherapy only",0.0596707818930041,FALSE,"discounted","ivig"
75000,"Blinatumomab and chemotherapy",0.960905349794239,TRUE,"discounted","ivig"
75000,"Chemotherapy only",0.0390946502057613,FALSE,"discounted","ivig"
80000,"Blinatumomab and chemotherapy",0.97119341563786,TRUE,"discounted","ivig"
80000,"Chemotherapy only",0.0288065843621399,FALSE,"discounted","ivig"
85000,"Blinatumomab and chemotherapy",0.979423868312757,TRUE,"discounted","ivig"
85000,"Chemotherapy only",0.0205761316872428,FALSE,"discounted","ivig"
90000,"Blinatumomab and chemotherapy",0.983539094650206,TRUE,"discounted","ivig"
90000,"Chemotherapy only",0.0164609053497942,FALSE,"discounted","ivig"
95000,"Blinatumomab and chemotherapy",0.98559670781893,TRUE,"discounted","ivig"
95000,"Chemotherapy only",0.01440329218107,FALSE,"discounted","ivig"
100000,"Blinatumomab and chemotherapy",0.98559670781893,TRUE,"discounted","ivig"
100000,"Chemotherapy only",0.01440329218107,FALSE,"discounted","ivig"
105000,"Blinatumomab and chemotherapy",0.987654320987654,TRUE,"discounted","ivig"
105000,"Chemotherapy only",0.0123456790123457,FALSE,"discounted","ivig"
110000,"Blinatumomab and chemotherapy",0.989711934156379,TRUE,"discounted","ivig"
110000,"Chemotherapy only",0.0102880658436214,FALSE,"discounted","ivig"
115000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","ivig"
115000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","ivig"
120000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","ivig"
120000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","ivig"
125000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","ivig"
125000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","ivig"
130000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","ivig"
130000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","ivig"
135000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
135000,"Chemotherapy only",0,FALSE,"discounted","ivig"
140000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
140000,"Chemotherapy only",0,FALSE,"discounted","ivig"
145000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
145000,"Chemotherapy only",0,FALSE,"discounted","ivig"
150000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
150000,"Chemotherapy only",0,FALSE,"discounted","ivig"
155000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
155000,"Chemotherapy only",0,FALSE,"discounted","ivig"
160000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
160000,"Chemotherapy only",0,FALSE,"discounted","ivig"
165000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
165000,"Chemotherapy only",0,FALSE,"discounted","ivig"
170000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
170000,"Chemotherapy only",0,FALSE,"discounted","ivig"
175000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
175000,"Chemotherapy only",0,FALSE,"discounted","ivig"
180000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
180000,"Chemotherapy only",0,FALSE,"discounted","ivig"
185000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
185000,"Chemotherapy only",0,FALSE,"discounted","ivig"
190000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
190000,"Chemotherapy only",0,FALSE,"discounted","ivig"
195000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
195000,"Chemotherapy only",0,FALSE,"discounted","ivig"
200000,"Blinatumomab and chemotherapy",1,TRUE,"discounted","ivig"
200000,"Chemotherapy only",0,FALSE,"discounted","ivig"
