"","0.1%-1%:(Intercept)","0.1%-1%:age_Dx","0.1%-1%:sexM","0.1%-1%:SES2","0.1%-1%:SES3","0.1%-1%:SES4","0.1%-1%:SES5","0.1%-1%:ruralY","0.1%-1%:distanceshort","0.1%-1%:dxyear2003","0.1%-1%:dxyear2004","0.1%-1%:dxyear2005","0.1%-1%:dxyear2006","0.1%-1%:dxyear2007","0.1%-1%:dxyear2008","0.1%-1%:dxyear2009","0.1%-1%:dxyear2010","0.1%-1%:dxyear2011","0.1%-1%:dxyear2012","0.1%-1%:lineageT","0.1%-1%:protocolDFCI","0.1%-1%:cytogenetics_catFavorable","0.1%-1%:cytogenetics_catNeutral","0.1%-1%:cytogenetics_catUnfavorable","0.1%-1%:wbc_cat>=50","0.1%-1%:leukemia_risk_groupstandard","0.1%-1%:cns_statusCNS2","0.1%-1%:cns_statusCNS3",">1%:(Intercept)",">1%:age_Dx",">1%:sexM",">1%:SES2",">1%:SES3",">1%:SES4",">1%:SES5",">1%:ruralY",">1%:distanceshort",">1%:dxyear2003",">1%:dxyear2004",">1%:dxyear2005",">1%:dxyear2006",">1%:dxyear2007",">1%:dxyear2008",">1%:dxyear2009",">1%:dxyear2010",">1%:dxyear2011",">1%:dxyear2012",">1%:lineageT",">1%:protocolDFCI",">1%:cytogenetics_catFavorable",">1%:cytogenetics_catNeutral",">1%:cytogenetics_catUnfavorable",">1%:wbc_cat>=50",">1%:leukemia_risk_groupstandard",">1%:cns_statusCNS2",">1%:cns_statusCNS3","Negative:(Intercept)","Negative:age_Dx","Negative:sexM","Negative:SES2","Negative:SES3","Negative:SES4","Negative:SES5","Negative:ruralY","Negative:distanceshort","Negative:dxyear2003","Negative:dxyear2004","Negative:dxyear2005","Negative:dxyear2006","Negative:dxyear2007","Negative:dxyear2008","Negative:dxyear2009","Negative:dxyear2010","Negative:dxyear2011","Negative:dxyear2012","Negative:lineageT","Negative:protocolDFCI","Negative:cytogenetics_catFavorable","Negative:cytogenetics_catNeutral","Negative:cytogenetics_catUnfavorable","Negative:wbc_cat>=50","Negative:leukemia_risk_groupstandard","Negative:cns_statusCNS2","Negative:cns_statusCNS3","Not measured:(Intercept)","Not measured:age_Dx","Not measured:sexM","Not measured:SES2","Not measured:SES3","Not measured:SES4","Not measured:SES5","Not measured:ruralY","Not measured:distanceshort","Not measured:dxyear2003","Not measured:dxyear2004","Not measured:dxyear2005","Not measured:dxyear2006","Not measured:dxyear2007","Not measured:dxyear2008","Not measured:dxyear2009","Not measured:dxyear2010","Not measured:dxyear2011","Not measured:dxyear2012","Not measured:lineageT","Not measured:protocolDFCI","Not measured:cytogenetics_catFavorable","Not measured:cytogenetics_catNeutral","Not measured:cytogenetics_catUnfavorable","Not measured:wbc_cat>=50","Not measured:leukemia_risk_groupstandard","Not measured:cns_statusCNS2","Not measured:cns_statusCNS3"
"0.1%-1%:leukemia_risk_groupstandard",-1.36193241773764,0.0898200498806668,-0.052165637594385,-0.0602889379446967,-0.0564741354585221,-0.0110781566126685,0.000445814788275872,0.0235356565490653,0.0654468339400883,0.00000844105052025357,0.000000153094210215079,-0.190014171757684,-0.196391210289572,-0.2605124597639,0.0000000486775887599645,-0.242127794987652,-0.173998466213743,-0.148436302726476,-0.150460655198444,-0.049159850240378,-0.00000000494713168185687,0.0465806265509884,0.0699101000107463,-0.0390816796673054,0.937763987819112,1.28443612987972,0.000000000441046204000448,0.000000000408179117528313,-0.475267403698136,0.0275878554918558,-0.00196103775619191,-0.0363600888895129,-0.0209892791781559,-0.0080182539723353,-0.0151505927823083,-0.0187800070393131,0.0128735035151688,0.000000000872917291531595,0.0000000000135295245882855,-0.0794033289382218,-0.0896990469532603,-0.0960508554580015,-0.0470000750804281,0.0000000000000164850638553873,-0.0483240710066337,-0.0478731587293358,-0.0669168684193822,-0.0297972053202571,-0.000556848859397586,0.0140854798812672,0.0353287924704836,0.0276471964965286,0.370933212593689,0.466165753122849,-0.00974022420760546,-0.0314609661124267,-0.49099871709891,0.0281445137110161,-0.00391044104778722,-0.0304575649128206,-0.0132455553145212,-0.0040178575610912,-0.00834975979101681,-0.023554563108498,0.0134358497821722,-0.0000000000000157716446816504,-0.0516343665571018,-0.0692091678000611,-0.0680708049008185,-0.0847652512933584,-0.035450660955527,-0.0555145005101276,-0.0430754405281382,-0.0362717998355748,-0.0470067247123649,-0.035300448237887,0.000242586679620199,-0.000583342796725478,0.0197949452369651,0.0193069749463517,0.375762645455146,0.479568868271857,-0.00352478013932386,-0.0161886958027305,-0.483235494626477,0.0273096139497877,-0.00328592274994811,-0.0295851303757794,-0.0133205481027325,-0.00330370611144539,-0.00927747049146367,-0.025090136727795,0.0134074948704367,-0.00000816679580126077,-0.0538225307610408,-0.0696540510431617,-0.0682557884752366,-0.0825762885661945,-0.0329060483020059,-0.0522815311442493,-0.0409026393586735,-0.0346450721857962,-0.0481834126909349,-0.0304133769148373,0.00176242768070223,0.00799815858611841,0.0258843353305579,0.0276475526688722,0.366972322805259,0.463020452686783,-0.00182802864048218,-0.0190160297779268
"0.1%-1%:cns_statusCNS2",-0.00000000196892768044907,0.0000000000396704965190657,0.0000000000342877844645083,-0.00000000108023118070953,-0.00000000119050543849385,-0.00000000120886510807388,-0.00000000110186379521235,-0.000000000708180765357299,0.000000000441809886356744,0.0000000000000172788390051741,0.000000000000000430152415388531,-0.000000000456250415629191,-0.000000000419126829473727,-0.00000000070257906473021,0.000000000000000157422345640238,0.0000000000232860098077188,-0.000000000251426018196101,0.0000000000369689867943293,-0.000000000199818216314677,-0.000000000435326553303258,0.0000000000000000286975848976827,0.00000000235190146941437,0.00000000247211931075011,0.00000000336863916630468,0.00000000099907009596168,0.000000000441015164769861,0.0000000000000000273968711878945,0.0000000000000000103733573452588,-0.00000000182628400653878,0.0000000000373247222137869,0.000000000113073595746269,-0.00000000055951762813429,-0.000000000721298798793707,-0.000000000567747300907224,-0.000000000435001318060277,-0.000000000626210501997639,0.000000000622959445790531,0.00000000000000000475922398053934,0.0000000000000000000233196773718767,-0.000000000266242437538798,-0.000000000348286651866743,-0.000000000618737489382268,-0.000000000412434825565984,0.0000000000000000000000265802259335043,-0.000000000173048137825898,0.000000000109777808703199,-0.000000000117312277843382,-0.000000000122747612799248,-0.000000000163774296254288,0.00000000143093655576185,0.00000000158126509074828,0.0000000022098431186733,0.000000000965973567563535,0.000000000573293852616704,-0.00000000369010666553047,-0.00000000118536645471476,-0.00000000150659138739842,0.0000000000289781614942543,0.0000000000521978650825442,-0.000000000452386983707144,-0.000000000559953863100022,-0.00000000048212215890371,-0.000000000437255150148319,-0.000000000571220512827364,0.000000000476757097964798,-0.000000000000000000000128010806897777,-0.000000000110603873602385,-0.000000000240836463528689,-0.000000000235781150095347,-0.000000000485075055384214,-0.000000000300876727874951,0.0000000000410573199248551,-0.0000000000994485979892862,0.0000000000569609005123009,-0.000000000131987739319168,-0.000000000143900528022948,-0.0000000000686656159192935,0.0000000012036934315587,0.00000000131783387995821,0.00000000184753309799766,0.000000000761518523541923,0.000000000413887375244222,-0.00000000271858204742658,-0.000000000760259454080358,-0.00000000170660927371982,0.0000000000285888652818227,0.0000000000463742694947154,-0.000000000486714700920809,-0.00000000059353084749107,-0.000000000517699070564265,-0.000000000468853054173077,-0.000000000581441437122835,0.000000000510338977739403,-0.0000000000000152829907132611,-0.000000000144117162928155,-0.000000000270666520862839,-0.0000000002463529812341,-0.000000000531671822023673,-0.000000000348460981344919,0.000000000074508296251813,-0.00000000013343861976308,0.0000000000416175864796931,-0.000000000148011961653423,-0.000000000156078652649994,-0.0000000000785993242920437,0.00000000145940518429455,0.00000000158326314679458,0.00000000214829077027273,0.000000000824492752375778,0.000000000418665838660181,-0.00000000289586467327254,-0.000000000825746215147541
"0.1%-1%:cns_statusCNS3",-0.00000000197310627513492,0.0000000000375685899206169,0.0000000000251063961587308,0.000000000264700217140683,0.000000000284860491114835,-0.000000000302946685806051,-0.000000000153781691219687,-0.000000000387044987220715,0.000000000250340738119103,0.0000000000000134177295209427,-0.0000000000000000682712319640999,-0.000000000708584706695735,-0.000000000285669643640944,-0.000000000336488260202183,0.000000000000000138345951438808,-0.0000000000144957157977618,-0.000000000292315402732262,-0.000000000189326368992978,-0.000000000146239665529189,0.000000000449030748947131,0.0000000000000000239889165142966,0.00000000155253138274503,0.00000000162760776783552,0.0000000022528619363499,0.000000000748348271199454,0.000000000408184578359218,0.000000000000000010373461222351,0.0000000000000000209770848461138,-0.00000000205690722956589,0.0000000000447992028950183,0.00000000014309427203431,0.000000000513599189996695,0.000000000459385106121399,-0.000000000139423331267584,0.0000000000210046467274251,-0.000000000215089956640274,0.000000000469182738078153,0.00000000000000000377512602707859,-0.000000000000000000055255249926291,-0.000000000651414887866795,-0.00000000024157286782596,-0.000000000324946721041861,-0.000000000431809279942483,0.000000000000000000000022730264778385,-0.000000000219178153918749,-0.0000000000828495789111817,-0.000000000105135743778735,0.000000000418543108105443,-0.000000000296017795755962,0.0000000010790385091538,0.0000000012340094564414,0.00000000173005630097783,0.000000000874838327685273,0.000000000627202200939135,-0.000000000822499127321738,-0.00000000377996191800036,-0.00000000132468207087118,0.0000000000410563581117904,0.0000000000127312399784718,0.000000000312353039036241,0.000000000321903114472199,-0.000000000112841623146946,-0.0000000000414776065624241,-0.000000000303084666900008,0.00000000027522475812326,-0.0000000000000000000000538860924599977,0.00000000129574661723926,-0.000000000590445200692622,-0.000000000285612450031572,-0.000000000313378105393939,-0.000000000476717115015592,-0.000000000187624377018635,-0.000000000293628272744555,-0.000000000268273431259118,-0.000000000204749735937417,0.000000000302589753642255,-0.000000000171727822215118,0.000000000736038888723546,0.000000000844994457070353,0.00000000119321268595369,0.000000000741407387315577,0.000000000505906816888119,-0.000000000578819007781885,-0.00000000257564271701667,-0.00000000109768550306599,0.0000000000397849383541852,0.0000000000163084107015984,0.000000000318066833629872,0.000000000300192483702415,-0.000000000130666175330126,-0.0000000000676086070612001,-0.000000000304046635005071,0.000000000293804040199594,-0.000000000000012039578820064,0.00000000123908259655604,-0.000000000549636422262745,-0.000000000262748955789731,-0.0000000002749603502696,-0.000000000473969909364665,-0.000000000144110363281811,-0.000000000254505322654093,-0.000000000245301358423177,-0.000000000131523489452378,0.000000000333625933593508,-0.00000000019350664483945,0.00000000047936746606649,0.00000000058818902950671,0.000000000950102271865033,0.00000000081636671179276,0.000000000512930046345482,-0.000000000617355608898004,-0.00000000298296676711343
">1%:(Intercept)",1.40373106435099,-0.0402214675778824,-0.0500778607716422,-0.031971360539284,-0.0268453157548639,-0.0581507476988237,-0.0552502167083187,-0.0772326652409284,-0.485093227356129,-0.0000091326959821399,-0.00000023605881688791,0.242331241764555,0.199059228508832,0.269140639359987,-0.0000000857477383119962,0.113563142066749,0.192352048539268,0.170247273566791,0.217046945446733,0.0954350360099121,0.000000000558238772400802,-0.446637286384615,-0.432966880168918,-0.432564038428706,-0.486165633644709,-0.475267403698018,-0.00000000182634805046248,-0.00000000205690249945623,2.59465147491557,-0.0702086087293071,-0.177891932841976,-0.272035004671585,-0.255505996244204,-0.236554884718925,-0.323095776716789,-0.202103961522676,-0.660260016558716,-0.00000000491883927543822,-0.000000000023049948330565,0.464628433169995,0.361531392548416,0.520748148850853,0.262120984054547,-0.0000000000000253862403511452,0.323145995160853,0.315857469835213,0.346619056241241,0.0961793079800721,-0.045436343027813,-0.867970748995243,-0.834036217894587,-0.784578066764784,-0.818782901319999,-0.883008678149235,0.0665723964809089,0.162068005511438,1.39090433795851,-0.0392148294044219,-0.0490581149257698,-0.0343233694469808,-0.0305234380604762,-0.0596372356608528,-0.057987685254571,-0.0854754121090719,-0.48143992451784,0.000000000000046160269007178,0.105659854006273,0.205222429553223,0.16898285175799,0.232277726686328,0.124736799340351,0.0871231887098573,0.159236955017407,0.137442348154187,0.170222184715515,0.0992748999839609,-0.0245354408896785,-0.412861237658109,-0.401160450306736,-0.40146028023023,-0.476337896796919,-0.463639510106646,0.0073005147489092,0.0362067642498832,1.38484392538195,-0.0390141299801639,-0.0467144354033758,-0.0300813189632275,-0.0253901398311929,-0.0575727929810559,-0.0524693110223862,-0.0827009620715245,-0.482506496580569,0.00000829162710349303,0.109446108249276,0.2074528500847,0.164656772496241,0.230508762130185,0.123924528240808,0.0775695681019901,0.161468135990751,0.13804520225807,0.171763803467266,0.0989003588342197,-0.0251177133640753,-0.410567873285731,-0.394767399645409,-0.398031996154151,-0.481857723346386,-0.465452493373935,0.00581439635818237,0.0260916092333631
">1%:age_Dx",-0.0397953365031135,0.00306942482100084,-0.000940911398207525,-0.00248825084767206,-0.00133943671046168,-0.000928655149227674,-0.000805463500980252,-0.00151442025740155,0.000542161096296354,0.000000253186538840451,0.00000000752026341727331,-0.0068606636922135,-0.00674977211191939,-0.00745362163331064,0.00000000220744190147631,-0.00419669632541608,-0.00438023635229095,-0.00417541300002321,-0.00597919631327989,-0.00620062896613103,-0.000000000232419593132333,0.00717580753261431,0.00629587899524972,0.00400529008469275,0.0245055175770838,0.0275878554918543,0.0000000000373265457297661,0.0000000000447990629144734,-0.0702086087293101,0.00547993749935332,-0.000517355329391172,-0.00602626674447124,0.00110532550178125,-0.00190374869673612,0.0041445678765584,-0.00346810942488776,-0.00056448549798534,0.000000000103282975750174,0.000000000000919854185732147,-0.0118271055125953,-0.00992507405460936,-0.013300437865947,-0.00690635483922778,0.000000000000000856384056085682,-0.00758209167835247,-0.00930974119926405,-0.0113578036836069,-0.00706703293234848,0.00514625218101258,0.008207419443873,0.00507431548348204,-0.0010015250598129,0.0384733933505704,0.0488560102387918,-0.0020322875811985,-0.00135464665049423,-0.0398980385059609,0.00299201720846056,-0.00095913341314135,-0.00239154995348029,-0.00116815667820686,-0.000866543048058338,-0.000641231441720754,-0.00143961149435756,0.000481430278563911,-0.00000000000000135136836865183,-0.00484011478342057,-0.00589420202581808,-0.00573633822524031,-0.00642525258908367,-0.00247048313269401,-0.00298490684942731,-0.00348154170352895,-0.00322334831962739,-0.00484185087662074,-0.00617814605968879,0.001748768691204,0.00722429757894315,0.0063032635831717,0.00432191554195778,0.0239355712302989,0.0268994853036868,0.000740950078569217,-0.00254927079118263,-0.0402283602258048,0.00301375947180077,-0.00100483653482048,-0.00255699638212771,-0.0011712558777766,-0.000819879515562112,-0.000701846534473738,-0.00150287086569996,0.000390558037056704,-0.000000233015878729912,-0.00514074415296875,-0.00611461554517244,-0.00562308113477394,-0.00646465069671815,-0.0024783424425958,-0.00293287561242258,-0.00359920530802066,-0.00308822890911246,-0.00478638583893848,-0.006263807279915,0.0016840956447937,0.00761040430646346,0.00654120020595438,0.00437856520507848,0.024118273293388,0.0270241661620425,0.000772960384896388,-0.0026369565744581
">1%:sexM",-0.047697291175712,-0.000918259074661156,0.109006429045126,0.00882902530983332,0.00575712778574287,0.00944386083982619,0.013361467649891,0.0141214193700893,-0.00549030860504841,0.000000323115964078536,0.00000000950587164747684,-0.00344440627726671,-0.00982121446625721,-0.0122002601093537,0.00000000278912497289644,-0.00243660876936812,-0.00112186281213967,-0.0105533472174539,-0.00811992694594196,-0.0204382781383176,-0.000000000465675248982942,-0.00593534379419849,-0.00177010399122812,0.00432645046947704,0.00646057990202593,-0.00196103775617665,0.00000000011307588891866,0.000000000143094493282644,-0.177891932842006,-0.000517355329390284,0.280826839523157,0.0633105102623432,0.0134469071848525,0.0134578531226089,0.0276046211042091,0.0169951594186474,0.0000972485158662276,0.00000000037951418152638,0.00000000000096184134573438,-0.0050569370367127,-0.0275743979031173,-0.0490137875690784,-0.00521615563710612,0.00000000000000062718472706844,-0.00722352194106095,-0.0532957714954796,-0.0305113616402526,-0.0380703365767467,0.00755040441745118,0.0241992343634615,0.0435441576836992,0.0524556637144708,0.01361108701903,0.01954548810252,-0.0237934815665557,-0.0444201881559533,-0.0495866900625446,-0.000810092409038236,0.105526535638927,0.00742333211344282,0.0033955090455991,0.00882719673148316,0.0121900142793269,0.0136542435021747,-0.00435865054911151,-0.000000000000000400052395346456,-0.0124989405279674,-0.00116821709192583,-0.00604118044874778,-0.00957458301346096,-0.00546683473078762,0.000281224100100211,-0.000123631560803646,-0.00766395655041346,-0.00733057023825034,-0.0243140556586693,0.00725556211782274,-0.00504066576649292,-0.000508443724818244,0.00342928291334682,0.0065684493999765,-0.00042163011339187,-0.00700745499515334,-0.00415959373437732,-0.0464240287146888,-0.000823465418292012,0.107141732283804,0.00713367658146491,0.00288756149947103,0.00812850965960529,0.0120700707741685,0.0143238566998199,-0.00662631912363,-0.000000293444325654072,-0.0113046646109338,-0.000749025105371928,-0.00613101585111267,-0.00830673088415902,-0.00507169882768867,-0.00035204519439122,0.00000654618342950559,-0.00810338318860543,-0.00641172089905364,-0.0228295057443947,0.00925798313214926,-0.00684125493373883,-0.00174211719727146,0.00175948345003383,0.00458722900773939,-0.00260750876333476,-0.00587921176777664,-0.00582173160690218
">1%:SES2",-0.0312412318751248,-0.00251482452173985,0.00767925533027515,0.294302257746867,0.12103187538825,0.11366460029876,0.112647975873024,0.0151039264101664,-0.00883014261013448,0.000000265489071282898,-0.0000000248618622981757,-0.0217696062219547,-0.00274523963908925,0.0131608313245388,0.00000000221038326524003,-0.0150884887269013,0.00830906518899516,-0.00627399724189618,-0.00683403939336239,0.0285856925175376,-0.00000000108743663910964,-0.0419999286192776,-0.0446442724288421,-0.0182414002303233,-0.0348267812326226,-0.036360088889511,-0.000000000559516544899698,0.000000000513601130139642,-0.272035004671602,-0.00602626674447081,0.0633105102623431,1.06218518639943,0.424010147014058,0.41952255032741,0.401615339253525,0.0680707598631077,0.0236905482826073,0.00000000057534640942013,-0.00000000000587315552939924,-0.0710418536756252,-0.0699626064908094,-0.00960449364239305,-0.00665954858002628,0.00000000000000128964486314096,-0.0530937538974953,-0.00539913134682423,-0.056273617608562,0.0928445017618197,-0.0264880889534966,-0.0716002468249398,-0.0724735119638436,0.0151512364491204,-0.0975485345919101,-0.0402328607248775,0.038148541629957,-0.0936136691781618,-0.0186822765821423,-0.00321584341104986,0.0090496430489116,0.282789720354397,0.114493731947194,0.109649826842286,0.107845043039397,0.0147439561839972,-0.00370630939592646,0.00000000000000336913472043659,0.0365204190016551,-0.0230823085262344,-0.00803528552944913,0.0102966295431522,-0.00469040844297035,-0.0139262954837004,0.00113224102485074,-0.00674378864745782,-0.0101534795233407,0.0230506854886606,0.00826764038356897,-0.0405626739981313,-0.0449438123783,-0.0171558524476113,-0.0432827190584014,-0.0400959243630965,0.012719523129503,-0.0313895402747982,-0.00655128665278197,-0.00343282935932833,0.00804261582942347,0.285350513643835,0.115658236206713,0.111365691189187,0.108014518973327,0.0185604583862424,-0.00433852777754862,-0.000000293702781998935,0.0370396552633759,-0.0191002565770009,-0.0107219571644766,0.0139843377405035,-0.00225536504482778,-0.0134469670269393,0.00244724597751737,-0.00883696369803118,-0.00566071882559675,0.0210184347773239,0.00996906796039285,-0.0542133276821366,-0.0575041227670958,-0.0290533559147499,-0.0438763564354321,-0.0414345137962403,0.0132010316388633,-0.0247697848630283
">1%:SES3",-0.0197695912327683,-0.00127391329835237,0.00539306212504625,0.122100248996898,0.284529044103856,0.118476104211446,0.11793390580659,0.0161822459881799,-0.0154103665515911,0.000000043147481301418,-0.0000000270835978327277,-0.0122693499712606,0.00742926612716836,0.0107862231325746,0.00000000173213793591623,-0.0125516812793603,-0.00791499471655516,-0.013311044057879,0.00806197174302895,0.0219249211114172,-0.0000000000608991757253223,-0.0621978235049914,-0.0625879127307906,-0.0609017572440455,-0.0205551836118616,-0.0209892791781257,-0.000000000721298587439255,0.000000000459386544171036,-0.255505996244249,0.00110532550178259,0.0134469071848516,0.424010147014055,0.756120924214643,0.418040792837664,0.416253600212106,0.014665835465781,-0.0173703919897644,0.000000000385977798262769,-0.00000000000493701782115516,-0.0909999260667031,-0.01383080582888,-0.029327658292692,-0.0369286276508949,0.00000000000000107727736577675,-0.0392095590067123,-0.00941016088108548,-0.035799258899387,0.0590941650419177,-0.0161721237691009,-0.151099041220605,-0.140889117152457,-0.152759975904898,-0.0248767779106644,0.0217743492803858,0.051192545678136,-0.088434069587788,-0.0233607343929725,-0.00118607684419472,0.00386924386053446,0.114310416489833,0.271631945168833,0.112297819792426,0.111227453318897,0.0137971530548616,-0.0110718102251696,0.00000000000000416015701124622,0.0434633083530771,-0.0148672375426609,0.00343515123589936,0.00567208227665713,-0.0162379671386358,-0.0125917771251192,-0.0126100274644304,-0.0155089699774397,-0.00411529701176328,0.014852174898035,-0.0188685297442407,-0.0505227001678158,-0.0511071880082574,-0.0530507653656602,-0.0193653997565959,-0.017412850870642,0.0181107196807158,-0.0387718674200496,-0.000888154077489774,-0.00144980490253617,0.00292969706652249,0.114681195316444,0.271492113317876,0.113817373493341,0.1111107205316,0.0166863864572322,-0.0104786286232939,-0.000000101211664613522,0.0440224311677326,-0.0120251366955642,0.00646728610148918,0.0100771904726011,-0.0160839264800265,-0.0103288904736792,-0.00952271847120689,-0.0163466250043317,0.00285234161826796,0.0132266503298347,-0.0199170630444143,-0.0734989393704061,-0.074891230955599,-0.0734513237874599,-0.0219845490057786,-0.0189333618479544,0.0199995965954416,-0.0334949490960444
">1%:SES4",-0.0668229665847655,-0.000794767031743046,0.00942165074346644,0.114429021924883,0.117764028325632,0.219659883055178,0.11685836397336,0.0334497247538823,-0.00747882472792308,0.000000389142137899472,-0.0000000138544033844347,-0.0100419532755899,-0.00131447207735777,0.00234997553087778,0.00000000325729256081849,-0.0169886769913411,-0.019768218304488,-0.0125292109886169,-0.00853078902876581,0.0190937916316598,-0.00000000120881457997037,-0.0323484589945282,-0.0341341286911899,-0.0340528884195657,-0.0173667024495774,-0.0080182539723423,-0.000000000567745805934167,-0.000000000139422382314131,-0.236554884718939,-0.00190374869673581,0.0134578531226074,0.419522550327405,0.418040792837661,0.707642177219994,0.411300541458745,0.0369424848817103,-0.00288163341459708,0.000000000295618919010113,-0.00000000000308733108594983,-0.0308570853388396,-0.035929893844048,-0.0142621058887707,-0.0275283223881322,0.00000000000000175514466172008,-0.0611768172447991,-0.0167943532624945,-0.0500063070448704,0.0903217299853562,-0.00466617145925014,-0.122644833650568,-0.147356196354548,-0.140464608471372,-0.0453194733738397,-0.000040843678262662,0.00221993506992263,0.0468977071930449,-0.0602186622260865,-0.000935821698549737,0.00917563651634549,0.108779120888814,0.112232116142165,0.21086699536346,0.11096771947748,0.0314260671993417,-0.00670151834071277,0.00000000000000151876058443505,0.0266440941578364,-0.0104148898761734,-0.00357158975752757,0.000815393494264392,-0.00937887751698005,-0.0171528079307106,-0.0212161135927528,-0.0125052455400505,-0.0134386256646471,0.0169925568996697,-0.00191202961465692,-0.0313639884819961,-0.0338982204200993,-0.0318769167180324,-0.0154152155359955,-0.00790214884415243,0.0124531573041005,0.0234434844434057,-0.0536242976200076,-0.000847913374432836,0.00835957526861216,0.110417462581929,0.11348408307156,0.215756348909615,0.112123554951876,0.0376584458625889,-0.00667234567189786,-0.000000421373874701393,0.0265698923703391,-0.00843407841126498,-0.00317941157518465,0.00349076463366956,-0.00747738113536646,-0.0152937195903261,-0.021227676548919,-0.017429400382289,-0.0106428637755029,0.0146577864533132,0.00168492375323592,-0.0431513451347368,-0.0449125941686316,-0.0435194185626873,-0.0145857325235787,-0.0080971016819715,0.0143640614376931,0.0258632390456908
">1%:SES5",-0.0539894809717694,-0.00102245527247295,0.0132596444540546,0.113211331815324,0.118086463039065,0.116698717385251,0.250248306548701,0.00225617008647351,-0.0118337262243799,0.000000482798928392681,-0.0000000121207807765269,0.00109502451351316,0.00158510408314326,0.000301877797584559,0.00000000433244470214158,-0.00602386779800945,-0.0218363251566362,-0.0288027540340471,-0.000309015395644682,0.01997001676205,-0.00000000132258574154806,-0.0374789758588728,-0.0366462811956044,-0.0298810029001388,-0.024288372025436,-0.0151505927823234,-0.00000000043499940742286,0.0000000000210056445149751,-0.323095776716791,0.00414456787655834,0.0276046211042068,0.40161533925352,0.416253600212104,0.411300541458744,0.685503242287346,0.0111958140930269,-0.0214407998566416,0.0000000007067893203792,-0.00000000000278868502662338,-0.0323230166929308,-0.0302698846780304,-0.0540685977931828,-0.0549431491354164,0.00000000000000145675893945087,-0.0648667816677541,-0.0660872212539206,-0.0205371262004869,0.0474083210798291,0.000284658290965397,-0.117139814004426,-0.107829283965251,-0.110447214714135,-0.00495405383230225,0.0461236477183359,-0.0253913059073795,0.0141171593627842,-0.0528236320623993,-0.000819407391649572,0.0127865168269457,0.107533061527127,0.111568813033262,0.111391565366518,0.242160351069853,0.0028447288426057,-0.00919876861781701,0.00000000000000201340121814057,0.0210226285444937,0.00193107517422835,0.00148136974895511,0.00125214924711974,-0.0220545216169607,-0.00502113819021404,-0.0213464507991278,-0.0262088123754123,-0.00387993179635368,0.01682401239614,0.00332916733714417,-0.0386573504303765,-0.0385431260789544,-0.0327204979624745,-0.0195847749657163,-0.0123554190703102,0.00642878006815449,0.0101594811643642,-0.0372765213985257,-0.00103725962347666,0.0114125459519515,0.108450954531718,0.112857578156497,0.113135886112693,0.245382496731054,0.00539641220363573,-0.00965990071260103,-0.000000502436558800479,0.0197730924384696,0.00485431485670017,0.00406702563485111,0.00578759385280838,-0.0216343984077027,-0.00186543952331865,-0.0181194751264887,-0.0293473869835408,-0.000791343320525805,0.0149462426486801,0.00228269404636494,-0.0533749732540263,-0.0538672297457998,-0.0461929061969316,-0.0192420564052347,-0.0153537336667513,0.0072931669481882,0.012534173402698
">1%:ruralY",-0.0779006040837028,-0.000919974013154936,0.013123013638151,0.0142473778570375,0.0147663067007459,0.0366708849213295,0.00463875150080328,0.598128368889174,0.0747528390206864,0.000000751242461159936,0.000000012581940717974,0.00638506706029078,-0.0338308886817512,0.0100716990433388,0.00000000651081771625221,-0.0143635507633515,0.00469233126042086,-0.041904654270573,-0.00895137809375248,0.0191960193519711,-0.000000000871525181115945,-0.0144554017385035,-0.0118963116710954,-0.0465718350476697,0.00187779943004104,-0.0187800070393341,-0.000000000626207095773338,-0.000000000215091384781524,-0.202103961522656,-0.00346810942488852,0.0169951594186464,0.0680707598631083,0.0146658354657802,0.0369424848817099,0.0111958140930271,0.931423716114905,0.134361060089845,0.000000000400355148734246,0.00000000000187711477997692,0.0201246477530563,-0.0753271662854576,0.0125460661046963,-0.0291518766991635,0.00000000000000130733859309072,-0.00261217520773168,-0.0945423964010646,-0.0331410611894495,0.0617150391525453,-0.00419961360716135,0.0219802655510501,0.0305740366595507,0.0470548221433544,0.0225538300424134,-0.031424959980591,0.0528427583029569,-0.0239244545222012,-0.0853043258056518,-0.00120076114530102,0.0127781150446095,0.0104775464319647,0.0106121105258811,0.0288908995386444,0.00253329808148383,0.586120851897366,0.0760313575670748,0.00000000000000220932688721295,-0.00873708121891961,0.00728942687086595,-0.0306839117031322,0.0116436808634468,-0.0185505757284969,-0.00546871956842531,0.0061775146147671,-0.0369486798882601,-0.0100259800477351,0.0165423520111984,-0.00722826102318139,-0.000884698406478941,-0.000433645365034454,-0.0256790034120923,-0.00146280898403336,-0.0207078565743385,0.0259366148293173,0.0181168773911962,-0.0720516470016154,-0.00127476639536475,0.0144686411773867,0.0118589162608251,0.0112131246533704,0.0329263837374488,0.00270139382901784,0.593105124439322,0.073785118399654,-0.000000732201053740453,-0.00479538224148157,0.0121485086123876,-0.0375311765690776,0.0147315759170249,-0.0144261862002452,-0.0056937326468459,0.00835685328518985,-0.0415989964520821,-0.00324238802241427,0.0187100733602367,-0.00155616278867474,-0.0161737619055661,-0.0136843061542791,-0.0417555663691418,-0.00563635268861556,-0.0255163303887398,0.0261393075524134,0.0161551306559342
