"","2003:(Intercept)","2003:age_Dx","2003:sexM","2003:SES2","2003:SES3","2003:SES4","2003:SES5","2003:ruralY","2003:distanceshort","2004:(Intercept)","2004:age_Dx","2004:sexM","2004:SES2","2004:SES3","2004:SES4","2004:SES5","2004:ruralY","2004:distanceshort","2005:(Intercept)","2005:age_Dx","2005:sexM","2005:SES2","2005:SES3","2005:SES4","2005:SES5","2005:ruralY","2005:distanceshort","2006:(Intercept)","2006:age_Dx","2006:sexM","2006:SES2","2006:SES3","2006:SES4","2006:SES5","2006:ruralY","2006:distanceshort","2007:(Intercept)","2007:age_Dx","2007:sexM","2007:SES2","2007:SES3","2007:SES4","2007:SES5","2007:ruralY","2007:distanceshort","2008:(Intercept)","2008:age_Dx","2008:sexM","2008:SES2","2008:SES3","2008:SES4","2008:SES5","2008:ruralY","2008:distanceshort","2009:(Intercept)","2009:age_Dx","2009:sexM","2009:SES2","2009:SES3","2009:SES4","2009:SES5","2009:ruralY","2009:distanceshort","2010:(Intercept)","2010:age_Dx","2010:sexM","2010:SES2","2010:SES3","2010:SES4","2010:SES5","2010:ruralY","2010:distanceshort","2011:(Intercept)","2011:age_Dx","2011:sexM","2011:SES2","2011:SES3","2011:SES4","2011:SES5","2011:ruralY","2011:distanceshort","2012:(Intercept)","2012:age_Dx","2012:sexM","2012:SES2","2012:SES3","2012:SES4","2012:SES5","2012:ruralY","2012:distanceshort"
"2004:age_Dx",-0.011996722239926,0.0020281595569522,-0.000685468705697372,0.000238088581864252,-0.0016091051875922,-0.00240084015023747,-0.000981287207468892,-0.000500770950584771,0.000802516491078515,-0.0193408300997957,0.00312774426408093,-0.000944278755937653,0.000492797555715255,-0.00238829203730649,-0.00371772471073642,-0.0014428035460596,-0.000589067757355388,0.00145397743350444,-0.0120045623069103,0.00202535429466567,-0.000701093217794351,0.000257680378375668,-0.0015853582794389,-0.00240580987797701,-0.000981223352887733,-0.000480845615212871,0.00083651309892132,-0.0120448160663574,0.00202573438745136,-0.000713415748789936,0.000291977415039832,-0.00156061532791294,-0.00241320413495334,-0.000976883063745104,-0.000449476001846435,0.000873497468356109,-0.0120348996657339,0.00202732224610264,-0.000710733753536318,0.000274379015198486,-0.00157325155015794,-0.00241245920517214,-0.000980478966414432,-0.000466815923515599,0.000857976443617768,-0.012044152294571,0.00202721977558629,-0.000712154986342209,0.00028470982709356,-0.00156670277278955,-0.00241267143836353,-0.000978432274242369,-0.000457141645150383,0.000865881955985717,-0.0120544623412006,0.00202881327670201,-0.000711611696527239,0.000284675701855328,-0.00156816961365657,-0.00241315458391173,-0.000980354949998628,-0.000450899063195744,0.000867221316074418,-0.0120509522276345,0.00202678990831752,-0.000718237457191178,0.000290115871161891,-0.00156033208177321,-0.00241594201905523,-0.000979222300598823,-0.000447940587666596,0.00087894902368467,-0.0120391507712846,0.00202569358803571,-0.000712235823429502,0.000285620467399225,-0.00156372810546313,-0.00241201841229363,-0.000977951322243899,-0.000452977179186766,0.000868570692033076,-0.0120189422044188,0.00202721206290362,-0.000703606898676462,0.000262726454207498,-0.00158377909285229,-0.00240831034399543,-0.000981826869792019,-0.000479634319903635,0.00083987721030397
"2004:sexM",-0.109889520411436,-0.000703983076214393,0.17794156548415,0.0200205348736064,0.024602896229396,0.0296808878911123,0.0305726228969363,0.0119888862023407,-0.000456287832917152,-0.184082656608279,-0.000944278755937508,0.288080629901597,0.0330665419265947,0.0389018640818624,0.0472752078283799,0.0495272392040515,0.0170834115521704,-0.00170157495234706,-0.109603890274815,-0.000703286287198432,0.177608616727026,0.0199206109282295,0.0245605759088646,0.0296821428490295,0.0305475810769672,0.0119022858913496,-0.000550017387625949,-0.109555052206162,-0.000696235082110914,0.177582317582867,0.0198967290589719,0.0245372211663649,0.029658501522653,0.0305850540221692,0.0117729862801486,-0.00061807297858767,-0.109485226966507,-0.000695117866713117,0.177686895959434,0.0197957444305558,0.0245121504630722,0.0297573123655737,0.0306142699686682,0.0116836478179027,-0.000781096157421297,-0.109687341131098,-0.000702892834707659,0.177770817034553,0.0199554754905577,0.0245851417694581,0.0296718321622888,0.0305940600608212,0.0118303498294924,-0.000570312836592042,-0.1096494602281,-0.000697919989339118,0.177853818767765,0.0198756735875205,0.0245562549765791,0.0297478868572981,0.0306267037189276,0.0117074347355726,-0.000706528084698135,-0.109654053791411,-0.000705815442143586,0.177790466149291,0.0199425533788445,0.0245963282051126,0.0296918395438087,0.0306046652669138,0.0117901958215146,-0.00061035106859594,-0.109596627203163,-0.00070213221759114,0.177624178701189,0.0199299593889815,0.0245655077899527,0.0296587701607047,0.0305732450040173,0.0118386400265499,-0.000575853562300728,-0.109621878460988,-0.000698779355340049,0.17777427976627,0.019872546369532,0.0245472072186878,0.0297403156077349,0.0305992134647598,0.0117668030066895,-0.000673042012452343
"2004:SES2",-0.223855191640384,0.000296914123614019,0.0202778449349197,0.40320547791703,0.202548935061228,0.203248212259427,0.203687873826724,0.0113176536959982,0.00954564208168665,-0.353198915612016,0.000492797555722407,0.0330665419265792,0.683757694199197,0.31511475977601,0.316640209575794,0.317477374768823,0.0228171304126364,0.0186244122980372,-0.224035398814536,0.000287029602140791,0.0200874665878908,0.403475743719084,0.202644464346662,0.203347406115463,0.203783491056337,0.0115683112017793,0.00979618291063539,-0.223772089032705,0.000261724486299006,0.0198508032528872,0.402374748961754,0.202065736714027,0.202806061832585,0.203239450919594,0.0122606776370277,0.0104688495175896,-0.224154900672338,0.000262680080639381,0.0199101572467585,0.403145839995459,0.202447897778761,0.203202101047919,0.20363125083343,0.0122140131119974,0.0104469016235556,-0.223882037189923,0.000264106282046282,0.0198970832753028,0.402636546981338,0.202187807625276,0.202922592879685,0.203354727432815,0.0122152505006183,0.0104205104638218,-0.223986874768523,0.000281735351011743,0.0200509024724051,0.403115315098224,0.202438185078437,0.203161499278178,0.203597132244336,0.0118256285792209,0.0100494184847267,-0.223933426995118,0.000272430134566884,0.0199673165298594,0.402790580750848,0.202257985051713,0.202984455696213,0.203421049209557,0.0120782017491205,0.0103111842753897,-0.223716810876723,0.000281186960575391,0.0200364221031905,0.402734843697939,0.202251137600649,0.202967643375648,0.203406954947123,0.01174949030635,0.00998593162361303,-0.224190998614265,0.000271764411502945,0.0199873974639398,0.403413837382215,0.202593255940744,0.203329111870076,0.203757787462736,0.0119990400415698,0.0102119962006853
"2004:SES3",-0.201120566352901,-0.00158847832426622,0.0245014951198031,0.202528943792909,0.405430338697421,0.206556941780546,0.205524809347878,0.00705460961812987,-0.00818214901648361,-0.312999210903253,-0.00238829203729625,0.0389018640818817,0.315114759776112,0.662342652550782,0.321210602196682,0.319718221745075,0.00702401890833598,-0.0142127607650102,-0.20119345483359,-0.00156877180270425,0.0247066808483874,0.202612574905098,0.405527398163022,0.206651222108489,0.205637602977247,0.00685408766635781,-0.00849864049647379,-0.200808439813962,-0.00157981678709499,0.0244867440242935,0.202044511495484,0.404610524489271,0.206106629110128,0.20507665948377,0.00718994216455653,-0.00812344454502748,-0.201096528187438,-0.00157475761402604,0.0246536919341705,0.202436722268523,0.405254754991666,0.206502155078132,0.205477468276501,0.00701986269389721,-0.00834633384309814,-0.20084557363818,-0.00157650470979312,0.0245751616975551,0.202172338556476,0.404809290232326,0.20622412879795,0.205200055577597,0.00705122370899039,-0.00827845684917378,-0.201011235168467,-0.00157229964599211,0.0246373246725544,0.202390175826359,0.405211420843853,0.206465905128187,0.205439205237149,0.00690071353745061,-0.00840689566081509,-0.200793497574197,-0.00155563797730762,0.0247672847561999,0.202228397965605,0.404886760165829,0.206285825711598,0.205273415102204,0.00669972145101758,-0.00864996577408358,-0.200841884908005,-0.00156905345262138,0.0246132403017449,0.202215158785434,0.404866367220269,0.206262148745899,0.205243699233864,0.00692377229418044,-0.0083924071539489,-0.201166637867568,-0.0015630893501216,0.0247915824747865,0.202578594508459,0.405513268320423,0.206638376172715,0.205622686430566,0.00676336473080402,-0.00861458529243705
"2004:SES4",-0.203054988876712,-0.00238077682029217,0.030013606035882,0.203285428849167,0.206618848664923,0.542864560026913,0.207561052275262,0.0220897789858578,-0.0073186673542671,-0.318641870567488,-0.00371772471072941,0.0472752078283986,0.316640209576091,0.32121060219693,0.802236485523257,0.323058977439943,0.0370416836537521,-0.0087929173878145,-0.203290056059086,-0.00239572534132638,0.0297765358200685,0.203376912029661,0.206667957301436,0.54298544233635,0.207638191100961,0.0224865802233662,-0.00685031320352288,-0.20276898864936,-0.00238828645115679,0.0297007338782278,0.202765094230688,0.206075901171961,0.541982744703712,0.207084872351183,0.022523905564041,-0.00682921405761913,-0.203131297275485,-0.00239733927379839,0.0297839517936553,0.203192191790875,0.206490249450893,0.542684788980038,0.207488072293399,0.022536426644309,-0.00684322668514828,-0.20282709275476,-0.00238437188317399,0.0298220815490243,0.202904042602851,0.206215927693355,0.5422097404503,0.207212433542241,0.0223892615207589,-0.00700558698305709,-0.202990108717148,-0.00236897075014983,0.0300014630530895,0.203131364321265,0.206465342675709,0.542670684676425,0.207466353823456,0.0220823212839831,-0.00732594089036229,-0.202815247019728,-0.0023710283463086,0.0299572636832564,0.202972427814827,0.206291501032304,0.542285958844786,0.207284205855011,0.0221293898055249,-0.00725080433737843,-0.202846828799244,-0.00237845108804349,0.0298500289535303,0.202955419892262,0.206263647042601,0.542268611627531,0.207256932068631,0.0222755216384609,-0.00707868134009934,-0.20321946564064,-0.00238796187109361,0.0298789393724559,0.203330941856891,0.206644488912271,0.54296838064886,0.207626008411236,0.0223485948157195,-0.00704321314324773
"2004:SES5",-0.214908295397025,-0.000957010666312018,0.0307805873903853,0.203693011434948,0.205550912835182,0.207535698907007,0.407375334424629,0.0223431561683296,-0.00345773589577528,-0.337922969344662,-0.00144280354605131,0.0495272392040929,0.317477374768969,0.319718221745126,0.323058977439757,0.634057285290123,0.0370947492351592,-0.00356678568687285,-0.215126298365302,-0.000992098384129906,0.0304687499291362,0.203794897260252,0.205616056623068,0.207624782844139,0.407494971598015,0.0229045564235137,-0.00280063696178474,-0.214608280760679,-0.000987188617239434,0.0304492593011128,0.203213692130673,0.20506172135151,0.20708512050404,0.406439165160647,0.0229132459790396,-0.00283416812778728,-0.215001487546622,-0.000992881451007495,0.0304954994080843,0.203622559278158,0.205452087301571,0.207479116679018,0.407174447484703,0.022953676652927,-0.00278506637378639,-0.214624263226065,-0.000976843738796836,0.0305903602495584,0.203345949076922,0.205196920775678,0.207204514417464,0.406685266893662,0.0226865209568671,-0.00310398729440077,-0.214842615839094,-0.000972615036763786,0.0306663071905694,0.203571260253645,0.205433347548779,0.207452309430993,0.40717460841576,0.022568936639215,-0.00320717514598877,-0.214605473065142,-0.000965831438680047,0.0307125102460739,0.203417640785212,0.205278114908436,0.207267497870725,0.406785972083657,0.0224313142612347,-0.00333967873542386,-0.214661921655032,-0.000974791088241134,0.0305881826467588,0.203397291378506,0.205243014805204,0.207242754855895,0.406755580881944,0.022627321670616,-0.0031130055832526,-0.215092675100699,-0.000987960725158658,0.0305352198663361,0.203752666740927,0.205590373449085,0.207612433214032,0.407466014316198,0.0228489278387694,-0.00289360964958069
"2004:ruralY",-0.172772180405118,-0.000464776811579928,0.012209914027646,0.0115912117067538,0.00692262934401432,0.0227708348988638,0.0225727477721782,0.442627873184681,0.127342856878156,-0.264389631531384,-0.000589067757354263,0.017083411552161,0.0228171304124426,0.00702401890807587,0.0370416836535651,0.0370947492349521,0.75686563766832,0.195740583268728,-0.173332390218927,-0.000491766855254402,0.0116777213558002,0.0124874513542542,0.00723313816336502,0.022600260776538,0.0227323837897293,0.44257106519634,0.128356740991385,-0.172604382183879,-0.000470478737309158,0.011908715748497,0.0118483322627613,0.00703913074615781,0.0226940841511295,0.0227261800258781,0.442146810249383,0.127359568435911,-0.173615342248302,-0.000494749450195436,0.0115895972403998,0.0125834096385597,0.0072339860549559,0.0226039715696187,0.0227995630305046,0.442949144990043,0.128735132915984,-0.172973636732197,-0.000477291364071488,0.0118558007982137,0.0119871215871304,0.00706757245699764,0.0226708935535987,0.0227197079438204,0.442709782315359,0.12779622406131,-0.173325708769963,-0.000479962587490446,0.0117700715715771,0.0121952463850517,0.00712024907709841,0.0226124649894672,0.0227497361671865,0.443186930597227,0.1282209250731,-0.173378906048407,-0.000491548067106605,0.0116682948009236,0.0123753608770076,0.00717437781419665,0.0226014819776824,0.0227526755894318,0.442876784307217,0.128437479211339,-0.172997349609859,-0.000485172947986697,0.0117659620336896,0.0121944035564139,0.0071280919997484,0.0226109146166606,0.0227188401412996,0.442194971437447,0.127979081897571,-0.173456455505748,-0.000485009408522871,0.0117350013750431,0.012371274319943,0.00718779462893641,0.0226287987929698,0.0227550214938493,0.443272552478709,0.128379334311933
"2004:distanceshort",-0.250656130146444,0.00082653728560324,-0.000561161906551824,0.0103654715158401,-0.00814841452925746,-0.00672170752057909,-0.00309602142837433,0.12775709249856,0.294174727373617,-0.36368029662454,0.00145397743350443,-0.00170157495234844,0.0186244122979139,-0.0142127607652215,-0.00879291738795848,-0.00356678568706131,0.195740583268693,0.438450603910993,-0.250854329881146,0.000830342296497421,-0.000679810002007744,0.0105279250208444,-0.00814914643058061,-0.00671795779179857,-0.00305981151056547,0.128087558921074,0.294361696838032,-0.250609812503206,0.000834526215038688,-0.000549568373942967,0.0102473586090566,-0.00820247888939572,-0.00662339782053649,-0.00309161436010438,0.127702819757066,0.294062444445803,-0.251397224587452,0.00084401611860002,-0.000606378735923847,0.0103595195333034,-0.00827328123973038,-0.00666713481782405,-0.00303399910640431,0.128127591086369,0.294977013060112,-0.250887394188637,0.000832734194882453,-0.000601848950638521,0.0103437050782045,-0.00819552229879064,-0.00666849669480954,-0.00309928321678413,0.127997995563849,0.294414602057356,-0.251050825965782,0.00082687807813794,-0.000696866306253808,0.0105183802455226,-0.0081442697165216,-0.00673595495364951,-0.00309966250576676,0.128350880799842,0.294655114258753,-0.25120590824886,0.000837299760126847,-0.000634657028137083,0.0104135759617285,-0.0082220313333029,-0.00666910322615724,-0.00307838658250928,0.128226841359671,0.294777677054411,-0.250797951010854,0.000834389478131725,-0.000609188908011177,0.0103605126399311,-0.00820309868374244,-0.00666226614956933,-0.00308389172252581,0.127879399097987,0.294299722096938,-0.251116819790701,0.000829725053229906,-0.000666723666544723,0.0105103909641365,-0.00816345928192987,-0.00672200934292902,-0.00306115935766162,0.128337903208458,0.294696476183038
"2005:(Intercept)",0.559281958361449,-0.0120185783133196,-0.109837600237754,-0.223726956927197,-0.20092043335906,-0.202961825783278,-0.214577530821133,-0.172382079226106,-0.250278968168002,0.559908894048448,-0.0120045623069175,-0.109603890274827,-0.224035398814483,-0.20119345483336,-0.203290056058735,-0.215126298365053,-0.173332390219064,-0.250854329881277,0.743972038885893,-0.0161756785613363,-0.145637123627772,-0.31632506336662,-0.284604009102958,-0.287846974363681,-0.303811794622452,-0.222750718494228,-0.315167165681937,0.559223755866485,-0.0120049694930598,-0.109524934883722,-0.22343905868929,-0.200641714142537,-0.202730402797269,-0.214616949704606,-0.172987402563109,-0.250611424381713,0.560764796422254,-0.0120373565467395,-0.109816797530603,-0.224178127602825,-0.201162274947991,-0.203249952725486,-0.215047161909859,-0.173256890722594,-0.251555920472068,0.559349254121211,-0.0120062462815036,-0.109548609498349,-0.223449855238465,-0.200688460730956,-0.202796297023205,-0.214784817189962,-0.173021360858844,-0.250669661483009,0.56012972689495,-0.0120331585494969,-0.109811483883729,-0.223625251335121,-0.20083281275115,-0.202937193697292,-0.215045843050374,-0.173306413456071,-0.25108597631245,0.559964654655696,-0.0120246525458528,-0.109693010968361,-0.22358366813796,-0.200782406582527,-0.202911654622414,-0.215071072882106,-0.17307182018948,-0.251070788326931,0.560128943950487,-0.0120311872438453,-0.109816379526498,-0.22359552712438,-0.200775093640403,-0.20289071795795,-0.214951737506016,-0.1731651146168,-0.251180803623254,0.560786506674659,-0.0120475835242023,-0.109986623880046,-0.224001964216435,-0.201089747980351,-0.203193704364532,-0.215115950086625,-0.173446572832125,-0.251426332370369
"2005:age_Dx",-0.0120039537864081,0.00202707779740173,-0.000701386474675009,0.000311760243835753,-0.00155712351114339,-0.0023840542378515,-0.000998513465920145,-0.00051675233277038,0.000801247418579632,-0.0120063449724307,0.00202535429466567,-0.000703286287198841,0.000287029602134153,-0.00156877180271347,-0.00239572534133315,-0.000992098384137581,-0.000491766855255657,0.000830342296496956,-0.0161756785613292,0.00267926296926461,-0.00093243349110852,0.000332833340474807,-0.00205005001872898,-0.00319795053582231,-0.00135727473861874,-0.000564446441537129,0.00128542942692672,-0.0120238945099514,0.00202471751985364,-0.000703428654240767,0.00023387137818316,-0.00160030344784451,-0.00242463593407325,-0.000950995751206674,-0.000445794514427096,0.000867904892012699,-0.0120402066822543,0.00202921749055353,-0.000706132037524959,0.000254986838954528,-0.00158842744999075,-0.0024177800095605,-0.000976422076533205,-0.000472380577064248,0.000857080017509265,-0.0120205455908225,0.00202475848909232,-0.000703039252192863,0.000243620717599969,-0.00159427772080519,-0.00241886441934763,-0.00095886080618406,-0.000452860566456985,0.000860791978424534,-0.0120433064996585,0.00202904743547801,-0.000704965183382286,0.000245139648565437,-0.00159642278958813,-0.00242239638515415,-0.000961646515716685,-0.000452737288033753,0.000862274137674053,-0.0120354351891143,0.00202666554502999,-0.000703623920077841,0.000232940269727336,-0.0016020555357385,-0.00242741241324784,-0.000956682462121371,-0.000441035306713354,0.000871761946017438,-0.0120400646178499,0.0020286418177031,-0.000705018096914858,0.000240755157731041,-0.00159862955407908,-0.00242496198917326,-0.000961838430721797,-0.000453025989153108,0.000863853290681857,-0.0120476462457564,0.0020315236294321,-0.000706816434297501,0.000272941900538315,-0.00158170548421807,-0.00241159079646704,-0.000986320004709063,-0.000492372688610875,0.000844240492070162
"2005:sexM",-0.109741001734204,-0.00070421267209123,0.177745617502371,0.0198943096645726,0.0245479025300072,0.0296195180409617,0.0304986603011864,0.0119106864605302,-0.000407739699751022,-0.109556916858506,-0.000701093217794121,0.177608616727026,0.0200874665879109,0.0247066808483789,0.0297765358200535,0.0304687499291037,0.011677721355811,-0.000679810002008806,-0.145637123627766,-0.000932433491108044,0.236773995688444,0.0273663040286711,0.0333601422031982,0.0398485412758681,0.0416188432086155,0.0147084683352598,-0.00241292668912263,-0.109488407288243,-0.000699770728464829,0.177500683624291,0.020015831607656,0.0245835928280487,0.0296455214180593,0.0304297683734754,0.0118092332042514,-0.000629419458041104,-0.109802993458472,-0.000700695536619795,0.177948564658775,0.0202626758383996,0.0248197181382895,0.0298798647330365,0.0305432235985403,0.0116886785264333,-0.00074087163630359,-0.109514414345786,-0.00070133195736758,0.177520961161379,0.0199229982190824,0.024537098320716,0.0296151632447037,0.0304899390906694,0.0118458621287019,-0.000578334955831934,-0.109731241928289,-0.00070137095432743,0.177896761073745,0.0200846250879062,0.0246862040153468,0.0297669501162917,0.0304739330880271,0.0117017781016404,-0.000658318190330714,-0.109646937620812,-0.00070115447439047,0.177720155773043,0.0199609023645031,0.0245869430351101,0.029680525587694,0.0305792197100738,0.0117976951431148,-0.000600418995860268,-0.109783071690938,-0.000703628167867723,0.177882243678658,0.0199807279578039,0.0246066052100495,0.029697984088068,0.0305843689618796,0.0118978498384375,-0.000543682738361837,-0.109948722939701,-0.000703951504821636,0.178168481601628,0.0201286605587483,0.024751825580971,0.0298414649847628,0.0305920109678837,0.011808161454808,-0.000646072246417891
"2005:SES2",-0.223321617527922,0.000281805379402036,0.0200253731360019,0.402666869808146,0.202235269080888,0.202909991168459,0.203335321113183,0.0110704013523004,0.00964580922381288,-0.224369206931564,0.000257680378382965,0.0199206109282137,0.403475743719095,0.202612574905015,0.203376912029371,0.203794897260121,0.0124874513544478,0.0105279250209652,-0.316325063366683,0.000332833340481473,0.0273663040286509,0.535634125121757,0.286809630846504,0.287895736616399,0.288557664925733,0.0173166036540253,0.0144451142914381,-0.223823425263059,0.000267334216854069,0.0199081490496101,0.402379485160473,0.202087799395195,0.202829034609889,0.203251807351532,0.0123141026585891,0.0104284171614701,-0.224279653406739,0.000263502138957357,0.019991898601346,0.403260956414929,0.202537092472167,0.203280744775511,0.203698021941532,0.0122657773638642,0.0104471289456023,-0.223895611250502,0.000266635127405933,0.0199179568390065,0.402641353904884,0.202201276408317,0.202945911914671,0.203383926549124,0.0122345367232167,0.0103825837058485,-0.223889105552126,0.000276215501035867,0.0199767834556248,0.403011249434758,0.202394045871291,0.203116398535179,0.203552264209374,0.01171436768724,0.0101005669764855,-0.224040886653819,0.000269402891685497,0.0199711012923256,0.402990886359028,0.202380214291389,0.203122280588188,0.203573799902413,0.0120358195757407,0.0103160423357684,-0.223766144958707,0.000275776437598583,0.019987556351731,0.402834247150619,0.202309285717167,0.203034745646421,0.203483028468517,0.0116612478202953,0.01005788807982,-0.224169531062104,0.000269232308328289,0.0200143033001775,0.403295070761997,0.202539411381219,0.203277324738398,0.203708985242355,0.0119999994925512,0.0102585495843754
"2005:SES3",-0.200916094211659,-0.00158154738874041,0.0245767063932823,0.202214747220805,0.40481554349077,0.206263035102135,0.205251427948453,0.00716318398956077,-0.00820956112135729,-0.201298089485769,-0.0015853582794285,0.0245605759088839,0.20264446434677,0.405527398163035,0.206667957301193,0.205616056623029,0.00723313816362506,-0.0081491464303725,-0.284604009103195,-0.00205005001871972,0.033360142203207,0.286809630846594,0.546147607180627,0.292084346841562,0.290872994563549,0.00778607586682099,-0.012205064686872,-0.200907129176522,-0.00157499335156248,0.0245247420930374,0.202130934768721,0.404678455824348,0.206142865042694,0.205064480145477,0.00729617015055557,-0.00812274893184699,-0.201168639643535,-0.00157687386306208,0.0246554934812575,0.202569316547145,0.405422239884773,0.206578553472502,0.205521706483606,0.00696560834606751,-0.00834269086119012,-0.200900340084428,-0.00157382248548626,0.0245445862866315,0.202237292515553,0.404878043526329,0.206251195495747,0.205196281331019,0.00708323134461154,-0.00825246490029369,-0.201003107096253,-0.00157410604787255,0.0246195264025587,0.202445024039403,0.405202203446719,0.206451694080353,0.205369449949724,0.00688175822304239,-0.00837874830984042,-0.200865988917259,-0.00156441151654405,0.0246257116176793,0.202412043445786,0.405189490444032,0.206420740086713,0.205373695069989,0.00653953948585786,-0.00857092263057925,-0.200934091310487,-0.00157340457069381,0.0246236092721496,0.202344182638291,0.405065931852924,0.206361020260911,0.205311664959893,0.00691089480085884,-0.00837607365142683,-0.200970533102869,-0.00157636684811158,0.0246811733447552,0.202547832337706,0.405424864396662,0.206573674458982,0.205527709126448,0.00653354190356013,-0.00857410797469431
"2005:SES4",-0.202474410952914,-0.00240188107771707,0.0297281621485663,0.202893961642517,0.206269758828011,0.542271065038707,0.207212191160214,0.021790964525799,-0.00717203426757444,-0.203268414789875,-0.00240580987796994,0.0296821428490494,0.20334740611577,0.206651222108755,0.542985442336359,0.20762478284434,0.0226002607767255,-0.00671795779165799,-0.287846974364042,-0.00319795053581553,0.0398485412758845,0.287895736616698,0.292084346841822,0.720117334118294,0.293553907479967,0.0304875341169284,-0.00853694675449453,-0.20273060877108,-0.00239427743154077,0.0295985292793574,0.202876074697069,0.206149457621183,0.542031583072857,0.207023631327437,0.0224833526459713,-0.00679977532570654,-0.203170836173091,-0.0024042036281903,0.0297500081110966,0.203293542434145,0.206577537160513,0.542752266850464,0.207517416441431,0.0225245757645478,-0.00678677196409436,-0.202739615001413,-0.00239249300653949,0.0296355573744964,0.202966700983821,0.206257617811923,0.542246555992786,0.207167728412251,0.0222728454000429,-0.00693314023832264,-0.202782067725696,-0.00238993518162178,0.0297550062274873,0.203163052135702,0.206471031844904,0.542593783969323,0.207345211199406,0.0219065942294337,-0.00718814791701647,-0.20280098998262,-0.00238700716186748,0.0297196307706519,0.203138967456516,0.206440313811539,0.542515133504438,0.207358321834105,0.0219502486007165,-0.00712710903755071,-0.202826394001979,-0.00239527508869517,0.0297275790130587,0.203071657252234,0.206370593422408,0.542417881960561,0.207293203071363,0.0221903432461713,-0.00698735235696246,-0.203066534331426,-0.00240425322164316,0.0298004715765548,0.203272543560922,0.206592970625333,0.542833524847572,0.207545406402212,0.0222890198064721,-0.00696171384858904
"2005:SES5",-0.214454167713318,-0.000965552270313159,0.0305576352860928,0.203362716307511,0.205246527530951,0.207204079240467,0.406840512277963,0.0221773139440044,-0.0033700159437552,-0.215036331569161,-0.000981223352879292,0.0305475810770086,0.203783491056492,0.205637602977315,0.207638191100781,0.40749497159803,0.0227323837899372,-0.00305981151038051,-0.30381179462271,-0.00135727473861104,0.0416188432086482,0.288557664925874,0.290872994563605,0.293553907479773,0.618365171098802,0.0313192336712635,-0.00351196022270965,-0.21468940820889,-0.000981694151972803,0.0305224124070889,0.203303624072738,0.205123709163699,0.207123545910102,0.406399088818488,0.0229633074641804,-0.00286841352905959,-0.215157657272361,-0.000991729391558944,0.0306658479599847,0.203739420036547,0.205561286746206,0.207570051860921,0.407238901604812,0.0230340178883837,-0.00282196608476054,-0.214620864270621,-0.000975739549887039,0.0305369063643086,0.203390605931748,0.205228763659134,0.207222063571148,0.406678084409901,0.022632595966313,-0.00309305171918899,-0.214785193059405,-0.000977770847652153,0.0306326436056728,0.20359450304242,0.205439602290973,0.207428473531445,0.407028930326332,0.0224830281405151,-0.00316710927681597,-0.214674035823979,-0.00097312152260124,0.030628574391477,0.203556024786765,0.205410841484592,0.207397694717504,0.40699772173836,0.0222934071719199,-0.00328542618695875,-0.214763314251152,-0.000979762548557577,0.0306396532507242,0.203497826122574,0.205342701413487,0.207339918633163,0.406882324775968,0.0226213620105271,-0.00308846541492123,-0.215120059960316,-0.00099004004567731,0.030690975004183,0.20372750567787,0.205572230838706,0.207587527175111,0.407348235961045,0.0229203069778384,-0.00291676988840474
"2005:ruralY",-0.173075718455878,-0.000474009018806513,0.0119254102326111,0.0123014781539871,0.00757019683686232,0.0229726002929681,0.0226954492014602,0.442742760775989,0.127545734588406,-0.173049134431835,-0.00048084561521171,0.0119022858913434,0.0115683112015985,0.00685408766611686,0.0224865802231928,0.0229045564233252,0.442571065196343,0.128087558921104,-0.222750718494104,-0.000564446441535908,0.0147084683352519,0.0173166036538436,0.00778607586657974,0.0304875341167536,0.0313192336710735,0.644546348657316,0.165463453749649,-0.172384548561202,-0.000488022393363888,0.011921734546558,0.0122180436276233,0.00723367495125876,0.0227776216422787,0.0225349692371935,0.441647944196383,0.127170992186554,-0.173244866336012,-0.000494218945904527,0.0119039826804302,0.0114607817392102,0.00656196158209657,0.0223793618536444,0.0229315142716389,0.44285144823221,0.128551550249053,-0.172600691839495,-0.000484382184621818,0.0118889184599693,0.0120113047944565,0.00710309350491314,0.022684697476231,0.0226479100828918,0.441893921388056,0.127485703432902,-0.173132322242672,-0.000492621937144967,0.0119097645049448,0.011842828265197,0.0069828400864661,0.0226171769749527,0.0227812457110313,0.443154778128308,0.128098196791343,-0.172926530936565,-0.000491494013831403,0.0118662951021566,0.0116177310055981,0.00673002497106066,0.0224729268426807,0.0228385913071143,0.44245831632644,0.128100706229629,-0.173039615718231,-0.0004954705700395,0.0119314444361273,0.0118080111892149,0.00690903851590408,0.0226066308010591,0.0227942605239788,0.44282739630357,0.128058256940677,-0.173462379743746,-0.000490239934092565,0.0119952809351364,0.0116537620863026,0.00684023092176919,0.0225740443229799,0.0229516608511667,0.443954149146768,0.128421414214618
