"","(Intercept)","age_Dx","sexM"
"2",0.331378755030698,0.00255158623774966,-0.476182293589054
"3",0.302226836398702,0.0372662388023926,-0.585117957139174
"4",0.221502660758684,0.0504707024689083,-0.656638138713639
"5",0.225801053032287,0.021854082937666,-0.687763549246487
