"","Favorable:(Intercept)","Favorable:age_Dx","Favorable:sexM","Favorable:SES2","Favorable:SES3","Favorable:SES4","Favorable:SES5","Favorable:ruralY","Favorable:distanceshort","Favorable:dxyear2003","Favorable:dxyear2004","Favorable:dxyear2005","Favorable:dxyear2006","Favorable:dxyear2007","Favorable:dxyear2008","Favorable:dxyear2009","Favorable:dxyear2010","Favorable:dxyear2011","Favorable:dxyear2012","Favorable:lineageT","Favorable:protocolDFCI","Neutral:(Intercept)","Neutral:age_Dx","Neutral:sexM","Neutral:SES2","Neutral:SES3","Neutral:SES4","Neutral:SES5","Neutral:ruralY","Neutral:distanceshort","Neutral:dxyear2003","Neutral:dxyear2004","Neutral:dxyear2005","Neutral:dxyear2006","Neutral:dxyear2007","Neutral:dxyear2008","Neutral:dxyear2009","Neutral:dxyear2010","Neutral:dxyear2011","Neutral:dxyear2012","Neutral:lineageT","Neutral:protocolDFCI","Unfavorable:(Intercept)","Unfavorable:age_Dx","Unfavorable:sexM","Unfavorable:SES2","Unfavorable:SES3","Unfavorable:SES4","Unfavorable:SES5","Unfavorable:ruralY","Unfavorable:distanceshort","Unfavorable:dxyear2003","Unfavorable:dxyear2004","Unfavorable:dxyear2005","Unfavorable:dxyear2006","Unfavorable:dxyear2007","Unfavorable:dxyear2008","Unfavorable:dxyear2009","Unfavorable:dxyear2010","Unfavorable:dxyear2011","Unfavorable:dxyear2012","Unfavorable:lineageT","Unfavorable:protocolDFCI"
"Favorable:protocolDFCI",-0.00983031081641286,-0.00000555914758813993,0.000119275430570204,0.00113321328921013,-0.000630798544031181,-0.000426842244233588,-0.000322961646152653,0.000473969862973058,-0.00158391379074338,-0.00377329273210436,0.00590587009504285,0.00468153172622555,0.00949262819541453,0.0108857607418642,0.0102559169448577,0.00931749190623803,0.00907173050048821,0.00871440387074735,0.00853876785068021,0.00195598028459818,0.0366846116164672,0.000644494134356778,-0.00020335510322974,-0.000134963824161643,-0.000419418427915621,0.000852727295648679,-0.0000532594580380491,0.000426343632488337,-0.000658732644682735,0.000364461270640581,-0.00171827302771434,0.0060015152777058,0.00213579822527611,0.00288751627533887,0.00280078465879137,0.00105726751526082,0.00139615991689248,0.00278677132629544,0.00256696186571642,0.00175073106075075,0.0000920345779948717,0.01280495298266,0.0169189502891056,-0.000275675385895893,0.000876290003684742,-0.00165839424468622,0.00109704253633183,0.00110078410774557,0.0000310786585664321,-0.000343201463058921,0.00462574326375871,0.00549156575980546,0.00227798486895116,-0.00681732995150205,-0.0115036678395632,-0.0136865454006551,-0.0143442007250297,-0.013644605474044,-0.0121335179012544,-0.0108153110725474,-0.011847097602708,-0.00204801486260979,-0.0494895645991192
"Neutral:(Intercept)",0.681215959603358,-0.0212774665985739,-0.105438165532287,-0.155107025308294,-0.120904184944583,-0.128767350694604,-0.155962559921384,-0.253818532730762,-0.361972707046709,-0.0381352234694435,0.0462500301728261,-0.0390873133047545,0.0474849913337239,-0.0385017254679652,0.0251453938976756,-0.0484244210359937,0.117003087478849,0.0827072616859717,0.0701639415487239,0.00440435209259265,0.000644494134357404,0.908598392419636,-0.0227085703507111,-0.11551619788102,-0.183339284114991,-0.147098313652752,-0.153333898875205,-0.185614119296649,-0.267532631851648,-0.378521605209284,-0.207163346124941,-0.123120250741284,-0.210968354793194,-0.124789259806379,-0.213971957650953,-0.146043802260526,-0.224533977372748,-0.0563430742438565,-0.0900100883851824,-0.103217245166427,-0.00268893157078906,-0.012368645528316,0.374348241149135,-0.020710809258297,-0.103106274034668,-0.151281395336499,-0.116019797014258,-0.12946174749657,-0.146155433410504,-0.247069651254146,-0.355263046912013,0.245298569590665,0.37434269912536,0.250055668097856,0.349792132962322,0.252473683118999,0.32389069530191,0.249051926573322,0.41281952506998,0.416528819314384,0.365461299420914,-0.00171542051754924,0.0117241513937272
"Neutral:age_Dx",-0.0212325531695652,0.00267439152588898,-0.00216134163717965,-0.00571342943721941,-0.00572640988302064,-0.00871444498950017,-0.00383067463064897,0.0000970836598709747,0.00532234003014791,-0.0000558028313613358,-0.00890945796716908,-0.0000297512903174371,-0.00273214655485903,-0.0000411138804230788,-0.000733634449155805,0.0033996639645074,-0.00472290249115039,-0.00255574182752394,-0.00502473343522407,-0.000176263305544215,-0.00020335510323025,-0.0227085703506905,0.00287151311304822,-0.00224560861625073,-0.00560705245988315,-0.00580126854425048,-0.00880845628519099,-0.00388204304505618,-0.0000670453127758467,0.00541682177516741,0.000000165250333561276,-0.00914294027173461,0.000081331378803915,-0.00253447252921397,0.000161701515478988,-0.000698237570251075,0.00364162475644922,-0.00443077372639597,-0.00237506490449688,-0.00487527057294295,-0.000234918533373843,0.000143253828067717,-0.0212070919652216,0.00266429186075966,-0.00223408988579148,-0.00550312480403802,-0.00538397007923149,-0.00835061181169138,-0.00360943243720707,-0.0000114329908787348,0.00532533194949654,0.0000556375810824092,-0.00940169945279527,-0.0000515800884850824,-0.00303528862290612,-0.000120587635057528,-0.00108130585950825,0.00299528531560379,-0.00484495884490574,-0.00285465459204308,-0.0052315276750256,0.000411181839032479,0.0000601012751617226
"Neutral:sexM",-0.104453601781524,-0.00222113632038785,0.290355030521245,0.0323287806968979,0.0537571714980021,0.04910702076332,0.0522286972780176,-0.0209191594608887,-0.0716460944681573,-0.000657199284750236,-0.0291291142789483,-0.000581990359077461,-0.020619474230203,-0.000612433619515805,-0.00993342159826771,-0.0083862517455831,-0.00927375074909658,-0.0237314315138119,-0.0127654227085556,0.00159642661866838,-0.000134963824161636,-0.11551619788116,-0.00224560861624317,0.307193899972121,0.0340287168748638,0.0557296667531972,0.0509816912447887,0.0547993583561599,-0.0212453637573828,-0.0717860251948196,0.00163496134881701,-0.0268987849985747,0.000501478979863497,-0.0190525835624528,-0.000024079089857513,-0.00774536397893267,-0.00636693982320814,-0.00769113084808516,-0.0220828732822382,-0.0117247061042198,-0.00276546984522619,-0.000491103331293545,-0.103656605050844,-0.00230604493389384,0.288631671009737,0.0318883281411775,0.0535709108861123,0.0488694656245161,0.0511600758299552,-0.0204599424893803,-0.0714845053093875,-0.000977762064378954,-0.0279827691260923,0.0000805113792401458,-0.0199582059186208,0.000636512709352836,-0.00965221212757775,-0.00738102367357068,-0.00856082723945697,-0.0233687574471004,-0.011321069984604,0.00116904322503587,0.000626067155462734
"Neutral:SES2",-0.156811154596629,-0.00555086483418307,0.0319289895626941,0.750642311573473,0.195122696710225,0.233992470109891,0.217048307209592,0.114892994302526,0.00888164673612404,0.00337486190114757,0.0286670610949978,0.00239511857727309,-0.00157497442581694,0.000696006666119232,-0.0397248991297519,-0.100840752086804,-0.0139029850439685,-0.0647388728364024,0.0311097463003182,0.00125427827781436,-0.000419418427925817,-0.183339284115131,-0.00560705245987481,0.0340287168748449,0.799979619640675,0.221528779152421,0.260785553529546,0.244090529366023,0.117837165209801,0.00999944075509144,-0.00386893974781113,0.0287894008454699,-0.00270930912630948,-0.0029167073075141,0.000263474424318307,-0.041235448642485,-0.103512075009235,-0.0157654125200401,-0.0686162651625748,0.0293914588230272,0.00116514204609526,0.00154920457621508,-0.154331144467107,-0.00548508602720569,0.0315691707944693,0.747094308518029,0.193190713059421,0.232233428727549,0.215607387641602,0.116447083979204,0.00838677429313963,0.000494077849121238,0.0304729423638661,0.000314190549083256,-0.00153362551510394,-0.000959481090480673,-0.0411860581703359,-0.0985487640514099,-0.0148628140011309,-0.0650916091485495,0.0311380484851596,-0.00241942033133793,-0.00112978614822545
"Neutral:SES3",-0.123508193763013,-0.0054580105632655,0.0533950571655904,0.195360969205027,0.721985917172146,0.209340827843608,0.199990071074854,0.0156858395231761,-0.0324161798266527,-0.00121943972026741,0.0291935493935216,0.00028941440045312,0.0253719241137218,0.000041695623632425,-0.0142645501497953,-0.0551022809845166,-0.0376283896328442,-0.0570940582945144,-0.0197643310438746,0.000672063837215569,0.000852727295642326,-0.14709831365286,-0.00580126854424468,0.0557296667531889,0.221528779152412,0.765474025997124,0.236090547277164,0.226900204292357,0.0160382933738282,-0.0340518987201371,0.00256403479384969,0.0310744787480563,-0.000635172659811059,0.0270457609710411,0.000647027021525195,-0.0146519140983892,-0.0554294895967497,-0.0392921121170873,-0.0586640454756134,-0.0216238870517906,0.00166297240890178,-0.000230042381383556,-0.120389068929843,-0.00540880744957386,0.052923747672873,0.193146869737404,0.718098526556481,0.207145536810454,0.197946575356497,0.0171223315722672,-0.0332762933800606,-0.00134459507242131,0.029902551111717,0.000345758259441427,0.0255317465218256,-0.000688722645192315,-0.0155083652331678,-0.0536083557303824,-0.0384694153857884,-0.0582964115351769,-0.0197204267931159,-0.00233503625274794,-0.000622684914148964
"Neutral:SES4",-0.1312285500023,-0.00842551435715787,0.0488936540350628,0.234158167963155,0.209252957701003,0.778053714386434,0.231398955252028,0.115142667211768,-0.0222281121839426,0.000556525191631214,0.0609256965631827,0.0000188021081994093,0.028940481364888,-0.0000700258766936235,-0.035049620696274,-0.113343304430083,-0.0631389678949125,-0.0564749219896869,0.0452473947075767,-0.000251739066016863,-0.0000532594580442021,-0.153333898875366,-0.00880845628518356,0.0509816912447991,0.260785553529563,0.236090547277181,0.823316636591984,0.258939114991283,0.118593134268591,-0.0236645748302063,-0.00333186574694666,0.061277995953218,-0.000993479270096078,0.0273463010017945,-0.000563268517963448,-0.0379112195984166,-0.118333111378664,-0.0673270637760063,-0.0596750138373669,0.0429437561906791,0.00110865514368144,-0.00010295326555757,-0.12857480961402,-0.00849700458828284,0.0487537640018362,0.232600555716695,0.207364852456041,0.774472338573779,0.23006143292226,0.117972065503954,-0.0239216037345565,0.00277534055744692,0.0635903945417729,0.000974677161927128,0.0294244450472314,0.000633294394621931,-0.0350710008846379,-0.112979107418738,-0.0626465784864977,-0.0572237328246166,0.0463391461416768,-0.00085691608580986,0.000156212723706955
"Neutral:SES5",-0.158051923572407,-0.00363979663902901,0.0521476479825491,0.217155188400662,0.199815876685253,0.231417649457478,0.500645558754848,0.0751515322378927,-0.0172875718815685,-0.000508091448697874,0.0731581619005985,-0.000473504643350251,0.015669792117933,-0.000855711705795568,-0.0710521166022304,-0.0903544846604111,-0.0338733865347865,-0.0871760783319486,0.0285145747694682,0.000608733534851641,0.000426343632480748,-0.185614119296799,-0.00388204304504781,0.0547993583561498,0.244090529366028,0.226900204292363,0.258939114991273,0.54891528892401,0.0779258042656232,-0.0183747626990364,-0.000338451626023767,0.0753375420702005,0.00240880862502328,0.0178644895420596,0.00290223107648152,-0.0716263161214654,-0.090129992572933,-0.0343178816655897,-0.087724914581367,0.0311584809936442,0.00118301391138605,0.000502306672531072,-0.154691460928105,-0.0036251803966747,0.051339941411296,0.215753126896603,0.198240633617431,0.229879654302527,0.497600989134325,0.0770675300886727,-0.0176276279815104,0.000846543077762041,0.0731261806977915,-0.00193530398163822,0.0144341929606074,-0.00204651937071645,-0.0740922584878424,-0.0900827014899753,-0.0354709204189359,-0.0897098755429752,0.0279880954044771,-0.0017917474528756,-0.000928650304918212
"Neutral:ruralY",-0.251325488930107,-0.00000801577177265054,-0.0209841508961097,0.114759812300553,0.0146415987127016,0.11521214247871,0.0746131292213394,0.593923493415824,0.20882993804618,0.000449698209235349,0.0238605418402098,-0.00125408182093089,-0.0142596421669856,-0.00162870484185655,-0.0516612084257893,-0.0606881388358746,-0.0227440485837654,-0.0893035124447837,-0.0462997938140104,-0.00143692174366751,-0.00065873264468631,-0.267532631851747,-0.0000670453127652233,-0.0212453637574227,0.117837165209775,0.0160382933738084,0.118593134268559,0.0779258042655916,0.643102800068233,0.218403608143911,-0.00256393828898863,0.0268752071144268,0.0017344231764378,-0.0154887387215919,0.00254501591236016,-0.0509961032296316,-0.0592776973016152,-0.0200561088289994,-0.0886078729630157,-0.0442402767561202,0.00354481749155171,0.000346705088797587,-0.252404112575459,-0.0000175292266108048,-0.0206280898450915,0.116979999198262,0.017100198506389,0.118052256918347,0.0770448479259009,0.588782061220362,0.207486076229032,0.00211424008258531,0.0261941871054179,-0.000480341355467114,-0.0134969859322388,-0.000916311070550941,-0.0503100651559978,-0.0623762739335158,-0.0217700045234467,-0.0907834229773314,-0.04583327682909,-0.00210789575217518,0.000312027555929224
"Neutral:distanceshort",-0.361161663929821,0.00523115595494507,-0.0713468200241667,0.00850772130192832,-0.0328503928240849,-0.0228186068974983,-0.0178441515388328,0.209094696341376,0.489855571277648,0.000979586030726044,-0.0199570009853686,0.000875873165696324,-0.0822888078123545,0.001398430340791,-0.0595285866862699,0.0183127711466436,-0.0378660288367761,-0.0849523593857883,-0.091128011454672,-0.000487053685497648,0.000364461270636932,-0.378521605209308,0.00541682177517934,-0.0717860251948923,0.00999944075503528,-0.0340518987201759,-0.0236645748302588,-0.0183747626990955,0.21840360814387,0.514288350925594,-0.00058928036804249,-0.020728504307907,-0.000968166410657054,-0.085952590894111,-0.00203923021590778,-0.0628509100808154,0.0187855245449701,-0.0402712737795931,-0.0880365794196469,-0.0930824676269813,0.000603530056358885,-0.00192830916214741,-0.358560672324382,0.00529717812728805,-0.0711604938141484,0.0085392193141688,-0.0328447913674706,-0.0232350502729614,-0.0173455621221663,0.207573586080738,0.487407175227519,-0.000390305659873635,-0.0228954346546255,0.000092293245017385,-0.0840349011882028,0.000640799875069381,-0.0609168171324368,0.0181807453626453,-0.038570445124777,-0.0871940536038411,-0.0932697464889755,-0.000116476371368096,0.00156384789154063
"Neutral:dxyear2003",-0.0377926730389776,-0.0000699089804613478,-0.000254651654613929,0.00171612718976232,-0.00106617508037231,0.000711983039422473,-0.000514675147060343,0.000790028311218202,0.000713629550409122,0.017395238115867,0.0375899736083064,0.0371735711276112,0.0375402159048835,0.0373780347908444,0.037584696699388,0.0373957598190333,0.0376677734785076,0.0371169456441946,0.037671500313495,-0.00345242494137866,-0.00171827302770279,-0.207163346124869,0.000000165250332512256,0.00163496134881513,-0.00386893974782198,0.00256403479383657,-0.00333186574695624,-0.000338451626038712,-0.00256393828901555,-0.000589280368079811,0.357797502761124,0.208233696867359,0.208096679009223,0.208493897845704,0.207298881020291,0.208333124459134,0.20849847632838,0.208111760682199,0.208218662211478,0.207885268341286,0.000629902688381674,-0.00312144299089923,0.243846839289578,0.000231518466427331,-0.00431276468841915,0.00697968277424434,-0.00738904174530577,0.00813444919097948,0.00365699909775206,0.00482796810768469,-0.00133009209183173,-0.375192740877034,-0.246566023494202,-0.245270250136835,-0.245315471133418,-0.244676915811131,-0.246290728498271,-0.246678914562502,-0.245927138690458,-0.246144585544556,-0.244523147038223,0.00282252225301604,0.00483971601875436
"Neutral:dxyear2004",0.0484160144136255,-0.00922237781633258,-0.0279398694470058,0.0294700427067177,0.0294065768228594,0.0616997206632449,0.0736829127545199,0.0244657683480325,-0.0201445916941975,0.0373624915041467,0.612303088449428,0.0392272888454104,-0.0269993623785375,0.0401977782608336,-0.0266438935150339,-0.0362678427990535,-0.093635947753,-0.0233968564299823,-0.0217741707681334,-0.00255864906635785,0.00600151527771681,-0.123120250741321,-0.00914294027173469,-0.0268987849985569,0.0287894008454659,0.0310744787480456,0.0612779959532093,0.0753375420701957,0.0268752071144434,-0.0207285043078795,0.208233696867373,0.866591014660758,0.209763648024149,0.141975011987248,0.210384356694608,0.142279848105865,0.134433433129181,0.0765116395727788,0.147917106339885,0.148364766057104,0.00301787530005334,0.00454554819715416,0.352205403439605,-0.00942450145565986,-0.0284031160649867,0.0221395177454656,0.0200462305961149,0.0577134853904651,0.0598699834188178,0.0199129726504714,-0.0243601256147914,-0.245596188371122,0.264816991600273,-0.248990936869577,-0.325665231302002,-0.250582134955431,-0.320923812053357,-0.329889882057961,-0.387424054233538,-0.350971383607203,-0.314094660992462,-0.000459226236476817,-0.010547063474614
"Neutral:dxyear2005",-0.0388516687274909,-0.0000643791462456721,-0.000320070660194873,0.00155248291313652,0.000265960039810919,0.000365012245628334,-0.000560583539752284,-0.000229498401041657,0.000629083755888675,0.0371700645577534,0.039271929115562,0.0409101293912518,0.0388375161803999,0.0388453114838896,0.0389151632140822,0.0386296673929055,0.0388028716698622,0.0382795192761655,0.0387431653278435,-0.00280472946998825,0.00213579822528737,-0.210968354793135,0.0000813313788030654,0.000501478979856754,-0.00270930912632327,-0.000635172659830299,-0.000993479270113689,0.00240880862500285,0.0017344231764148,-0.000968166410688274,0.208096679009234,0.209763648024149,0.251484456747389,0.210596147211353,0.211023811002123,0.210697130132298,0.210868916647582,0.21053611288251,0.210561332727049,0.210763231644321,0.00093884710791975,0.00516406088025011,0.25232193288984,-0.0000974337952415096,-0.000314739603554968,0.00375304452577161,0.00138503681112222,0.0014886189639544,-0.00939969567319459,-0.00582058745670251,-0.000105009159140071,-0.245266743567125,-0.247069131422853,-0.292394586138641,-0.24938374929445,-0.249869122486008,-0.248824562763422,-0.24967898070168,-0.249057266900318,-0.24920136748519,-0.249544528557195,0.00186588236211208,-0.00729985910538628
"Neutral:dxyear2006",0.0486145785718907,-0.00299911595594499,-0.0199010451445838,0.000382514143613423,0.0275865510608719,0.0316114368734272,0.0169537507249252,-0.0132838079217695,-0.0832427615338101,0.0372431950710834,-0.0274115437853915,0.038872373112261,0.520655620168911,0.0391697935766801,-0.00106249636834835,-0.011862582840422,-0.0865498418328437,0.00144278593503325,-0.0134006334054957,0.000115577207534436,0.00288751627534901,-0.124789259806346,-0.00253447252921613,-0.0190525835624447,-0.00291670730753628,0.0270457609710165,0.027346301001771,0.0178644895420377,-0.0154887387216011,-0.0859525908941188,0.20849389784572,0.141975011987249,0.210596147211358,0.747637166871906,0.21219041871699,0.170896706250872,0.161494143228462,0.085997175222035,0.175333409314755,0.159196180337203,-0.00124017642687561,0.00865857838209805,0.352240641550484,-0.0033916497102214,-0.0205716038420195,-0.00575972394971518,0.0196438594769989,0.0287611172806646,0.00500186298771193,-0.0187469658603921,-0.0872838263392769,-0.245737092917298,-0.349725660858507,-0.249468520323637,0.217061577250865,-0.251360212293655,-0.295550302110532,-0.306805386165649,-0.380606415525547,-0.326626927676635,-0.306016891459118,0.00112459921844073,-0.0115460946573104
"Neutral:dxyear2007",-0.0388924308653767,-0.0000450793358114604,-0.000309209794932413,0.000338018509886292,0.000109521811759944,0.000276209829916024,-0.000731179527979014,-0.000418722607333114,0.00104562532256014,0.0373971596244201,0.0399554848161012,0.0389224000637985,0.0388766420165096,0.0532003726705881,0.0388377774770913,0.038843510414625,0.0389789870275592,0.0388834502334104,0.0389221013593576,-0.00122539592942819,0.00280078465880226,-0.2139719576509,0.000161701515478335,-0.0000240790898526614,0.000263474424313174,0.000647027021516943,-0.000563268517969513,0.00290223107647012,0.00254501591234201,-0.00203923021593693,0.207298881020292,0.210384356694594,0.211023811002113,0.212190418716976,0.260297497097503,0.212648024798029,0.21273003165934,0.212288380006033,0.212399978723094,0.212386631129386,0.00000608745679555082,0.0115066934208186,0.255562347585466,-0.000340989215192088,0.00140918797303046,-0.00178089010771797,-0.00305853002662528,0.0013523701286753,-0.00854002280119058,-0.00675462511959438,0.00257504842302541,-0.244696040644851,-0.246740914933988,-0.249946211065913,-0.251827570462664,-0.313497869768086,-0.2515360275021,-0.25198726514747,-0.251288876095177,-0.251095936288292,-0.251146305333389,0.00121930847268039,-0.0143074780794672
"Neutral:dxyear2008",0.0277509916402724,-0.00104589755518946,-0.00919290852763735,-0.0386422555641975,-0.0127596495931308,-0.0329466227824492,-0.0716010407080735,-0.051011113672959,-0.0600040782500767,0.0377996703417938,-0.0268456144408779,0.038733316601693,-0.00145142185831598,0.0386013544617585,0.385146306428061,0.0314777964079997,-0.0617066655702498,0.0342478801900161,-0.00375614779464437,-0.00180188590286028,0.00105726751527306,-0.146043802260473,-0.000698237570252844,-0.00774536397893405,-0.0412354486425129,-0.0146519140984193,-0.0379112195984506,-0.0716263161214941,-0.0509961032296497,-0.062850910080827,0.208333124459148,0.142279848105857,0.2106971301323,0.170896706250864,0.212648024798041,0.614546436676295,0.2056444722835,0.111595740139753,0.208685882874096,0.169636812465089,-0.0033173781827782,0.00965161703876711,0.3308660544113,-0.00152073397944872,-0.0108563121349122,-0.0448735708651256,-0.0207021063152361,-0.0346061030189978,-0.0841141462293823,-0.0553856205596538,-0.064078616651403,-0.246132794802287,-0.349787338802059,-0.249430446734013,-0.300152032424831,-0.251249379259787,0.0910874918015307,-0.263419621570934,-0.35541027451091,-0.293749901386006,-0.296387383975252,0.00511926408722152,-0.0107088845538978
"Neutral:dxyear2009",-0.0479610885882454,0.00324049951946373,-0.00722135522826694,-0.100867415828973,-0.0552862773765539,-0.113864818326687,-0.0909062344976664,-0.059119406094154,0.0190282076652538,0.0375016510093761,-0.0345750125422217,0.0389218219512964,-0.0106177868353733,0.0389661866779032,0.0330546409836738,0.338895679721539,-0.0565644151454841,0.0362129786534627,-0.015263811599768,-0.00381828390648253,0.0013961599169052,-0.22453397737267,0.00364162475644908,-0.00636693982323311,-0.10351207500928,-0.0554294895967906,-0.118333111378709,-0.090129992572977,-0.0592776973016478,0.0187855245449497,0.208498476328402,0.134433433129164,0.210868916647588,0.161494143228452,0.212730031659356,0.205644472283497,0.546685624772725,0.116511717839553,0.21040420454417,0.157784801450718,0.0000769682442368476,0.0100492348792736,0.253495483063558,0.002666917139624,-0.00784067322974577,-0.103165041702052,-0.0594795281619775,-0.112332573074565,-0.0998665870863704,-0.0670809835668998,0.015497774640759,-0.246000127338695,-0.358893867060732,-0.249790738598894,-0.310263900411027,-0.251696218337255,-0.261859027747855,0.0409805092626678,-0.35120738938591,-0.292961783540295,-0.308889398124878,0.0037413156655401,-0.011445394796045
"Neutral:dxyear2010",0.117114903677069,-0.00480937045375274,-0.00874205176607585,-0.0133381757054906,-0.0370810622467331,-0.0622275453061782,-0.0338256715122741,-0.0223141577509633,-0.0381128354091777,0.0376599330541041,-0.0934111740285843,0.0388122610746235,-0.0856344824211814,0.039010759512496,-0.0607726087891689,-0.0573200586596807,0.89100759447527,-0.0540367522073485,-0.0821487535131766,-0.00217302182602003,0.00278677132631233,-0.0563430742439595,-0.00443077372639682,-0.00769113084802668,-0.0157654125200207,-0.0392921121170812,-0.0673270637759914,-0.0343178816655671,-0.0200561088289581,-0.0402712737795404,0.208111760682204,0.0765116395727895,0.210536112882507,0.0859971752220364,0.212288380006051,0.111595740139767,0.116511717839581,1.0918447912197,0.120118526235218,0.0906717419992419,0.000645612273088704,0.00894819954780603,0.419900459566414,-0.00530796275267499,-0.00997282706098705,-0.0178954987761159,-0.0437947749584592,-0.0633436769643123,-0.0437958735952757,-0.0271393659385228,-0.0416566357213242,-0.245771693736623,-0.415267012797294,-0.24934837395711,-0.384269315199519,-0.251299139518515,-0.354763448300423,-0.351725637912105,0.59178741302756,-0.38159690493161,-0.374423307401918,0.00152740955356288,-0.0117349708740753
"Neutral:dxyear2011",0.0820988844506994,-0.00254099982531733,-0.0225417644464222,-0.0652408236747687,-0.0583514649271822,-0.0571411545006673,-0.0876221429666571,-0.087861802326693,-0.0847237436925684,0.0373612684177297,-0.0214540024175191,0.0387054933198415,0.00341982648687854,0.0388913971564423,0.0362224008418892,0.0370502626067019,-0.0525280028530193,0.415264180710906,0.0064242654004866,-0.00180643440174435,0.00256696186573149,-0.0900100883851227,-0.00237506490450027,-0.0220828732822335,-0.0686162651625944,-0.0586640454756386,-0.0596750138373885,-0.0877249145813869,-0.0886078729630261,-0.0880365794196595,0.208218662211488,0.147917106339882,0.210561332727048,0.175333409314746,0.212399978723104,0.208685882874094,0.210404204544169,0.120118526235214,0.615934043922078,0.179160804546535,0.00229618588978107,0.0103981329693119,0.384006512140724,-0.00285089554981458,-0.0229155904491413,-0.0715615279996699,-0.0665644494124991,-0.0597891558350448,-0.0988494817068596,-0.0923665716672249,-0.0880781839415142,-0.245579930630899,-0.344390748611583,-0.249266826046922,-0.295258143324084,-0.251291375879523,-0.257583618587758,-0.257438137635451,-0.34644738650628,0.0812257012230591,-0.285959305564501,-0.000489751485452916,-0.0129650948348992
"Neutral:dxyear2012",0.0712010369843175,-0.00508135774555021,-0.0119894104476843,0.030351334803784,-0.0206712649625009,0.044807469364192,0.0273620620896324,-0.0456877029591378,-0.0911991966771765,0.0378875184452159,-0.0211654268437478,0.0387711451558365,-0.0124859209506278,0.0387468503121088,-0.00250937377533028,-0.0155446340487584,-0.0818594225762373,0.00529679811003431,0.538760046103649,-0.00353180309630538,0.00175073106076168,-0.103217245166387,-0.00487527057294617,-0.0117247061042085,0.0293914588230156,-0.0216238870518075,0.0429437561906629,0.0311584809936301,-0.0442402767561246,-0.0930824676269894,0.207885268341292,0.148364766057105,0.210763231644317,0.1591961803372,0.212386631129395,0.169636812465093,0.157784801450722,0.0906717419992331,0.179160804546538,0.742835745402102,-0.00129625070727081,0.00894326223314754,0.373221805346688,-0.00571560138851305,-0.0124464907084001,0.0297070882370562,-0.0233584162097576,0.0474957636006411,0.0207096961222487,-0.0520982859681997,-0.0977992358436966,-0.245772786787103,-0.342464058578806,-0.249534376800185,-0.310630461343769,-0.251133481441483,-0.296493850672532,-0.310617985503656,-0.375709108737876,-0.322461971419195,0.241445639152387,0.00482805380408165,-0.0106939932937706
"Neutral:lineageT",0.0015385943094101,0.0000863556779362068,0.000546161455582463,0.000130305322567586,0.000144585394576963,-0.0000873125852990395,0.000521076155861031,-0.00112807223370592,-0.000268524208537228,-0.00154866731482439,-0.0012788260116932,-0.00110740946355189,-0.0011326476361853,-0.000907419669209083,-0.00129151867383359,-0.00135476388105562,-0.00142438664449172,-0.0000653066902050824,-0.00130183911213692,-0.0300593158264985,0.0000920345779945562,-0.00268893157075195,-0.000234918533374427,-0.00276546984522954,0.00116514204607994,0.00166297240889093,0.00110865514366737,0.00118301391137289,0.00354481749153278,0.000603530056340079,0.000629902688375234,0.00301787530004822,0.000938847107913414,-0.00124017642687917,0.00000608745678910844,-0.00331737818278043,0.0000769682442315875,0.000645612273088752,0.00229618588978357,-0.00129625070727321,0.0718422457682276,0.00266487280503957,0.00449860620567581,0.000765003897653759,0.00300066996979424,-0.000760459909778687,-0.00256034186274283,-0.00237419192760791,-0.00105505462417761,-0.0100961964078067,-0.00337851360180642,0.000918764626437253,-0.00435686941964352,0.000168562355638225,0.000662307713373728,0.000901332212420129,0.00367918940190077,0.00328662760032064,-0.000766044462838469,0.00406406485558565,0.00444543799360197,-0.0417829299416503,-0.0027569073830347
"Neutral:protocolDFCI",-0.00135630027885083,-0.00000761131579376163,-0.000325883878450484,-0.000410326813632164,0.000595745280376581,-0.0000337146953976302,0.000412533004503044,-0.000334559952840944,0.000511995568005889,-0.00156776189886179,0.0042655264135011,0.0021031282088124,0.00179963662366883,0.00269462633756385,0.00131125437933834,0.0018893851572843,0.00211193368586999,0.00338616103029612,0.00188624418236192,0.00015600169958973,0.0128049529826602,-0.0123686455282961,0.00014325382806727,-0.000491103331292136,0.00154920457622362,-0.000230042381377369,-0.000102953265551285,0.000502306672536763,0.000346705088794124,-0.00192830916215767,-0.0031214429909102,0.00454554819714522,0.00516406088023839,0.00865857838209005,0.0115066934208074,0.00965161703875569,0.0100492348792585,0.00894819954779423,0.010398132969299,0.00894326223313891,0.00266487280503988,0.0366394437076247,0.0165346460265365,-0.000162491624504513,0.000848487556673486,-0.00156826605118076,0.000768864985185632,0.000904153324027014,-0.000423805142002836,-0.000153028834270457,0.00483742630115569,0.00468920488976228,0.00143756644060877,-0.00726718908905093,-0.0123844655249216,-0.014201319758371,-0.0144207571920901,-0.0137847098111906,-0.0129605030167854,-0.0107390885244899,-0.0121828676142361,-0.00282087450463782,-0.049444396690277
