"","(Intercept)","age_Dx","sexM","SES2","SES3","SES4","SES5","ruralY","distanceshort","dxyear2003","dxyear2004","dxyear2005","dxyear2006","dxyear2007","dxyear2008","dxyear2009","dxyear2010","dxyear2011","dxyear2012","lineageT","protocolDFCI","cytogenetics_catFavorable","cytogenetics_catNeutral","cytogenetics_catUnfavorable","wbc_cat>=50","leukemia_risk_groupstandard"
"CNS2",-3.6773466765646,-0.0344825418849066,0.27870961485014,-0.219561423824536,-0.194233925103418,0.0807912952293145,-0.33404300243107,-0.0993655526715042,0.615717464466223,-13.8917553114972,-0.0969172795191816,0.36314206488206,-0.089828904351742,0.148153438354129,0.260580283687106,0.746068402846904,0.202840835882218,0.468182650104825,0.496032341971955,0.131654203830976,-0.71843027881774,0.863768628837386,1.22065592266063,1.81100852874044,0.571923334600608,-0.265957592210406
"CNS3",-3.33446998901052,-0.0426587144475322,0.187814642919534,0.28888286837154,0.461211625894115,-1.06393165709383,-0.959436155749646,-1.12913792907761,0.953689224221355,-15.976744951014,0.4935021354569,-1.45280660428472,-0.742151065466609,-0.635358208061751,-1.04699490083304,0.0126488403235775,-1.00186230631798,-0.11602279852845,-0.141735117701277,0.851720227222944,-0.926193275084494,-0.449754976344192,0.208343121444705,0.975751327177951,1.24677958900744,-0.165967411970433
